circuit,vector_seed,vectors,budget,method,method_value,static_value,oracle_value,row_ideal_ratio_raw,loss,chosen_family
log2,7089,128,0.05,cache_structural_only,99774.0,50268.0,197008.0,0.5064464387233005,False,sink_reach_near_pr
log2,7089,128,0.1,cache_structural_only,195593.0,74897.0,353573.0,0.5531898646107027,False,sink_reach_near_pr
log2,7089,128,0.2,cache_structural_only,367565.0,145152.0,574667.0,0.63961389813579,False,sink_reach_near_pr
log2,7089,128,0.05,structural_family_only,76588.0,50268.0,197008.0,0.38875578656704296,False,sink_reach_near_pr
log2,7089,128,0.1,structural_family_only,128576.0,74897.0,353573.0,0.3636476767173964,False,sink_reach_near_pr
log2,7089,128,0.2,structural_family_only,272496.0,145152.0,574667.0,0.4741806994311488,False,sink_reach_near_pr
max,7089,128,0.05,segr_structure_derived_selector,8908.0,8908.0,16556.0,0.5380526697269872,False,pdom_dist
max,7089,128,0.1,segr_structure_derived_selector,17051.0,16777.0,32824.0,0.5194674628320741,False,pdom_dist
max,7089,128,0.2,segr_structure_derived_selector,27510.0,17870.0,60709.0,0.45314533265248974,False,pdom_dist
max,7089,128,0.05,no_gnn,2590.0,8908.0,16556.0,0.15643875332205848,True,pdom_dist
max,7089,128,0.1,no_gnn,17133.0,16777.0,32824.0,0.5219656349012918,False,pdom_dist
max,7089,128,0.2,no_gnn,31145.0,17870.0,60709.0,0.5130211336045727,False,pdom_dist
max,7089,128,0.05,gnn_only,246.0,8908.0,16556.0,0.014858661512442618,True,pdom_dist
max,7089,128,0.1,gnn_only,308.0,16777.0,32824.0,0.00938337801608579,True,pdom_dist
max,7089,128,0.2,gnn_only,5234.0,17870.0,60709.0,0.08621456456209128,True,pdom_dist
max,7089,128,0.05,shuffled_gnn,3194.0,8908.0,16556.0,0.1929209954095192,True,pdom_dist
max,7089,128,0.1,shuffled_gnn,6319.0,16777.0,32824.0,0.1925115768949549,True,pdom_dist
max,7089,128,0.2,shuffled_gnn,12564.0,17870.0,60709.0,0.2069544878024675,True,pdom_dist
max,7089,128,0.05,pure_static_proximity,8908.0,8908.0,16556.0,0.5380526697269872,False,pdom_dist
max,7089,128,0.1,pure_static_proximity,16777.0,16777.0,32824.0,0.5111199122593224,False,pdom_dist
max,7089,128,0.2,pure_static_proximity,17870.0,17870.0,60709.0,0.2943550379680113,False,pdom_dist
max,7089,128,0.05,cache_structural_only,6209.0,8908.0,16556.0,0.37503020053152936,True,pdom_dist
max,7089,128,0.1,cache_structural_only,16118.0,16777.0,32824.0,0.4910431391664636,True,pdom_dist
max,7089,128,0.2,cache_structural_only,17359.0,17870.0,60709.0,0.28593783458795236,True,pdom_dist
max,7089,128,0.05,structural_family_only,226.0,8908.0,16556.0,0.013650640251268423,True,pdom_dist
max,7089,128,0.1,structural_family_only,367.0,16777.0,32824.0,0.011180843285400926,True,pdom_dist
max,7089,128,0.2,structural_family_only,447.0,17870.0,60709.0,0.007362993954767827,True,pdom_dist
mem_ctrl,7089,128,0.05,segr_structure_derived_selector,261189.0,261189.0,286023.0,0.9131748146128108,False,pdom_dist
mem_ctrl,7089,128,0.1,segr_structure_derived_selector,389954.0,387079.0,434533.0,0.897409402738112,False,pdom_dist
mem_ctrl,7089,128,0.2,segr_structure_derived_selector,466847.0,451356.0,504088.0,0.926122026312866,False,pdom_dist
mem_ctrl,7089,128,0.05,no_gnn,146975.0,261189.0,286023.0,0.5138572772119725,True,pdom_dist
mem_ctrl,7089,128,0.1,no_gnn,242485.0,387079.0,434533.0,0.5580358683920439,True,pdom_dist
mem_ctrl,7089,128,0.2,no_gnn,290701.0,451356.0,504088.0,0.5766870070305185,True,pdom_dist
mem_ctrl,7089,128,0.05,gnn_only,68760.0,261189.0,286023.0,0.24040024753254108,True,pdom_dist
