circuit,vector_seed,vectors,method,method_ratio,loss_rows,random_mean,random_p05,random_p95,gate,random_passed
sqrt,7089,128,scoap_min_fault_cost,0.7541435833740525,0,0.1860579971285007,0.12601257405392335,0.2535414610069101,0.5,True
sqrt,7089,128,scoap_avg_fault_cost,0.734885149598375,0,0.1860579971285007,0.12601257405392335,0.2535414610069101,0.5,True
sqrt,7089,128,scoap_worst_fault_cost,0.7133154309728865,0,0.1860579971285007,0.12601257405392335,0.2535414610069101,0.5,True
sqrt,7089,128,segr_structure_derived_selector,0.691360653934538,0,0.1860579971285007,0.12601257405392335,0.2535414610069101,0.5,True
square,7089,128,standard_scoap_testability,0.742940043808677,1,0.7090468456099492,0.6973026732893216,0.7200784654139434,0.7090468456099492,True
square,7089,128,scoap_co_only,0.7450517333257906,1,0.7090468456099492,0.6973026732893216,0.7200784654139434,0.7090468456099492,True
square,7089,128,scoap_min_fault_cost,0.742940043808677,1,0.7090468456099492,0.6973026732893216,0.7200784654139434,0.7090468456099492,True
square,7089,128,scoap_avg_fault_cost,0.742098422422347,1,0.7090468456099492,0.6973026732893216,0.7200784654139434,0.7090468456099492,True
square,7089,128,scoap_worst_fault_cost,0.7416106734832376,1,0.7090468456099492,0.6973026732893216,0.7200784654139434,0.7090468456099492,True
square,7089,128,segr_structure_derived_selector,0.8382646612689392,0,0.7090468456099492,0.6973026732893216,0.7200784654139434,0.7090468456099492,True
voter,7089,128,standard_scoap_testability,0.5694262555616304,2,0.4225666953381965,0.36502942253005605,0.48324011614920703,0.5,True
voter,7089,128,scoap_co_only,0.5475216821415445,3,0.4225666953381965,0.36502942253005605,0.48324011614920703,0.5,True
voter,7089,128,scoap_min_fault_cost,0.5694262555616304,2,0.4225666953381965,0.36502942253005605,0.48324011614920703,0.5,True
voter,7089,128,scoap_avg_fault_cost,0.595666107805303,1,0.4225666953381965,0.36502942253005605,0.48324011614920703,0.5,True
voter,7089,128,scoap_worst_fault_cost,0.6278179012362144,0,0.4225666953381965,0.36502942253005605,0.48324011614920703,0.5,True
voter,7089,128,segr_structure_derived_selector,0.6138388035435037,0,0.4225666953381965,0.36502942253005605,0.48324011614920703,0.5,True
