node,static_rank,cache_struct_rank,gnn_rank,gnn_reliable,effective_gnn_weight,effective_struct_weight,static_freedom,residual_score,final_score,global_rank,chosen_family,family_reason,family_score,circuit
n19,0.1865079365079365,0.1111111111111111,0.8373015873015873,True,0.517383370666653,0.4826166293333471,0.8134920634920635,0.4868299874285615,0.18438220224147697,241,pdom_dist,relative-pdom-static-aligned,0.000236686607495051,int2float
n20,0.1865079365079365,0.15476190476190477,0.8253968253968254,True,0.517383370666653,0.4826166293333471,0.8134920634920635,0.5017372604867633,0.18678834278138892,191,pdom_dist,relative-pdom-static-aligned,0.003751675782388745,int2float
n21,0.1865079365079365,0.32936507936507936,0.7738095238095238,True,0.517383370666653,0.4826166293333471,0.8134920634920635,0.559313244105814,0.1960815185198506,232,pdom_dist,relative-pdom-static-aligned,0.0006314761219321352,int2float
n22,0.1865079365079365,0.5793650793650794,0.5238095238095238,True,0.517383370666653,0.4826166293333471,0.8134920634920635,0.5506215587724876,0.19467861831409042,222,pdom_dist,relative-pdom-static-aligned,0.0013524948774301401,int2float
n23,0.1865079365079365,0.2261904761904762,0.8055555555555556,True,0.517383370666653,0.4826166293333471,0.8134920634920635,0.5259443337989339,0.19069553762659158,231,pdom_dist,relative-pdom-static-aligned,0.0006314761219321352,int2float
n24,0.1865079365079365,0.4126984126984127,0.5833333333333334,True,0.517383370666653,0.4826166293333471,0.8134920634920635,0.5009820830899447,0.1866664517459047,221,pdom_dist,relative-pdom-static-aligned,0.0013524948774301401,int2float
n25,0.1865079365079365,0.8174603174603174,0.31746031746031744,True,0.517383370666653,0.4826166293333471,0.8134920634920635,0.558768632126991,0.1959936142495222,200,pdom_dist,relative-pdom-static-aligned,0.0025952478171099094,int2float
n26,0.1865079365079365,0.8293650793650794,0.3531746031746032,True,0.517383370666653,0.4826166293333471,0.8134920634920635,0.5829920457142923,0.19990344653205303,173,pdom_dist,relative-pdom-static-aligned,0.0046989251000691,int2float
n27,0.5456349206349206,0.7420634920634921,0.1626984126984127,True,0.517383370666653,0.4826166293333471,0.4543650793650794,0.44230963445503446,0.5404340302540795,140,pdom_dist,relative-pdom-static-aligned,0.008284030769229752,int2float
n28,0.5456349206349206,0.3888888888888889,0.4444444444444444,True,0.517383370666653,0.4826166293333471,0.4543650793650794,0.4176324094814807,0.5382093339676473,130,pdom_dist,relative-pdom-static-aligned,0.01092399661876451,int2float
n29,0.5456349206349206,0.6865079365079365,0.1111111111111111,True,0.517383370666653,0.4826166293333471,0.4543650793650794,0.38880718751323545,0.5356106882796874,111,pdom_dist,relative-pdom-static-aligned,0.014565328478225864,int2float
n30,0.5456349206349206,0.5634920634920635,0.36507936507936506,True,0.517383370666653,0.4826166293333471,0.4543650793650794,0.46083663280423554,0.5421042725309311,83,pdom_dist,relative-pdom-static-aligned,0.02614310859601518,int2float
n31,0.1865079365079365,0.3611111111111111,0.7023809523809523,True,0.517383370666653,0.4826166293333471,0.8134920634920635,0.5376784518941753,0.1925895082501149,220,pdom_dist,relative-pdom-static-aligned,0.0013524948774301401,int2float
n32,0.1865079365079365,0.18253968253968253,0.7698412698412699,True,0.517383370666653,0.4826166293333471,0.8134920634920635,0.4863997573756534,0.18431276003244593,230,pdom_dist,relative-pdom-static-aligned,0.0006314761219321352,int2float
n33,0.1865079365079365,0.2857142857142857,0.7619047619047619,True,0.517383370666653,0.4826166293333471,0.8134920634920635,0.5320873193650728,0.1916870594528218,164,pdom_dist,relative-pdom-static-aligned,0.004896964194498912,int2float
n34,0.1865079365079365,0.4642857142857143,0.5992063492063492,True,0.517383370666653,0.4826166293333471,0.8134920634920635,0.5340914071534373,0.19201053356202336,219,pdom_dist,relative-pdom-static-aligned,0.0013524948774301401,int2float
n35,0.1865079365079365,0.7301587301587301,0.3134920634920635,True,0.517383370666653,0.4826166293333471,0.8134920634920635,0.5145823257142914,0.1888616282213953,199,pdom_dist,relative-pdom-static-aligned,0.0025952478171099094,int2float
n36,0.1865079365079365,0.7936507936507936,0.10317460317460317,True,0.517383370666653,0.4826166293333471,0.8134920634920635,0.4364098948571523,0.17624403852175943,172,pdom_dist,relative-pdom-static-aligned,0.0046989251000691,int2float
n37,0.1865079365079365,0.5277777777777778,0.7261904761904762,True,0.517383370666653,0.4826166293333471,0.8134920634920635,0.6304332084656058,0.20756078966320954,198,pdom_dist,relative-pdom-static-aligned,0.0025952478171099094,int2float
n38,0.1865079365079365,0.5873015873015873,0.18253968253968253,True,0.517383370666653,0.4826166293333471,0.8134920634920635,0.3778845086984183,0.16679762241998594,171,pdom_dist,relative-pdom-static-aligned,0.0046989251000691,int2float
n39,0.5456349206349206,0.8888888888888888,0.01984126984126984,True,0.517383370666653,0.4826166293333471,0.4543650793650794,0.4392581024762024,0.540158929148971,139,pdom_dist,relative-pdom-static-aligned,0.008284030769229752,int2float
n40,0.5456349206349206,0.8531746031746031,0.11904761904761904,True,0.517383370666653,0.4826166293333471,0.4543650793650794,0.47334950962963973,0.5432323309182049,110,pdom_dist,relative-pdom-static-aligned,0.014565328478225864,int2float
n41,0.5456349206349206,0.34523809523809523,0.5753968253968254,True,0.517383370666653,0.4826166293333471,0.4543650793650794,0.4643183948359757,0.542418159650352,138,pdom_dist,relative-pdom-static-aligned,0.008284030769229752,int2float
n42,0.5456349206349206,0.4166666666666667,0.03571428571428571,True,0.517383370666653,0.4826166293333471,0.4543650793650794,0.21956823974603698,0.5203534922610553,109,pdom_dist,relative-pdom-static-aligned,0.014565328478225864,int2float
n43,0.5456349206349206,0.9246031746031746,0.5912698412698413,True,0.517383370666653,0.4826166293333471,0.4543650793650794,0.7521420510476237,0.5683659807610173,82,pdom_dist,relative-pdom-static-aligned,0.02614310859601518,int2float
n44,0.8055555555555556,0.9523809523809523,0.8095238095238095,True,0.517383370666653,0.4826166293333471,0.19444444444444442,0.8784690422857162,0.8201569846560848,54,pdom_dist,relative-pdom-static-aligned,0.049309701676519345,int2float
n45,0.8055555555555556,0.873015873015873,0.8968253968253969,True,0.517383370666653,0.4826166293333471,0.19444444444444442,0.8853345246984125,0.8204218566627474,30,pdom_dist,relative-pdom-static-aligned,0.1022824012397631,int2float
