figure,circuit,budget,variant,public_name,segr_value,variant_value,oracle_value,delta,segr_ratio,variant_ratio,sign
Fig5,log2,0.1,shuffled_gnn,Shuffled-GNN,227326.0,82868.0,353573.0,0.40856626495801435,0.6429393647139346,0.23437309975592027,positive
Fig5,log2,0.1,cache_structural_only,Cache-Struct,227326.0,73074.0,353573.0,0.43626634386675456,0.6429393647139346,0.20667302084718006,positive
Fig5,log2,0.1,structural_family_only,Struct-Family,227326.0,128576.0,353573.0,0.2792916879965382,0.6429393647139346,0.3636476767173964,positive
Fig5,log2,0.2,pure_static_proximity,Static-Prox,370340.0,145152.0,574667.0,0.3918582413815305,0.6444427816457183,0.2525845402641878,positive
Fig5,log2,0.2,no_gnn,SEGR w/o GNN,370340.0,182322.0,574667.0,0.32717730442151716,0.6444427816457183,0.3172654772242011,positive
Fig5,log2,0.2,gnn_only,GNN-only,370340.0,278685.0,574667.0,0.1594923668837779,0.6444427816457183,0.4849504147619404,positive
Fig5,log2,0.2,shuffled_gnn,Shuffled-GNN,370340.0,167521.0,574667.0,0.35293308994600353,0.6444427816457183,0.2915096916997148,positive
Fig5,log2,0.2,cache_structural_only,Cache-Struct,370340.0,156175.0,574667.0,0.37267669798335384,0.6444427816457183,0.2717660836623645,positive
Fig5,log2,0.2,structural_family_only,Struct-Family,370340.0,272496.0,574667.0,0.17026208221456948,0.6444427816457183,0.4741806994311488,positive
Fig5,max,0.05,pure_static_proximity,Static-Prox,8908.0,8908.0,16556.0,0.0,0.5380526697269872,0.5380526697269872,zero
Fig5,max,0.05,no_gnn,SEGR w/o GNN,8908.0,2475.0,16556.0,0.3885600386566804,0.5380526697269872,0.14949263107030683,positive
Fig5,max,0.05,gnn_only,GNN-only,8908.0,246.0,16556.0,0.5231940082145445,0.5380526697269872,0.014858661512442618,positive
Fig5,max,0.05,shuffled_gnn,Shuffled-GNN,8908.0,3199.0,16556.0,0.34482966900217443,0.5380526697269872,0.19322300072481274,positive
Fig5,max,0.05,cache_structural_only,Cache-Struct,8908.0,240.0,16556.0,0.5235564145928968,0.5380526697269872,0.01449625513409036,positive
Fig5,max,0.05,structural_family_only,Struct-Family,8908.0,226.0,16556.0,0.5244020294757188,0.5380526697269872,0.013650640251268423,positive
Fig5,max,0.1,pure_static_proximity,Static-Prox,17051.0,16777.0,32824.0,0.008347550572751645,0.5194674628320741,0.5111199122593224,positive
Fig5,max,0.1,no_gnn,SEGR w/o GNN,17051.0,16759.0,32824.0,0.008895929807457957,0.5194674628320741,0.5105715330246161,positive
Fig5,max,0.1,gnn_only,GNN-only,17051.0,308.0,32824.0,0.5100840848159883,0.5194674628320741,0.00938337801608579,positive
Fig5,max,0.1,shuffled_gnn,Shuffled-GNN,17051.0,6319.0,32824.0,0.32695588593711916,0.5194674628320741,0.1925115768949549,positive
Fig5,max,0.1,cache_structural_only,Cache-Struct,17051.0,240.0,32824.0,0.5121557397026566,0.5194674628320741,0.007311723129417499,positive
Fig5,max,0.1,structural_family_only,Struct-Family,17051.0,367.0,32824.0,0.5082866195466732,0.5194674628320741,0.011180843285400926,positive
Fig5,max,0.2,pure_static_proximity,Static-Prox,27510.0,17870.0,60709.0,0.15879029468447842,0.45314533265248974,0.2943550379680113,positive
Fig5,max,0.2,no_gnn,SEGR w/o GNN,27510.0,16816.0,60709.0,0.17615180615724194,0.45314533265248974,0.27699352649524783,positive
Fig5,max,0.2,gnn_only,GNN-only,27510.0,5355.0,60709.0,0.3649376533957074,0.45314533265248974,0.08820767925678236,positive
Fig5,max,0.2,shuffled_gnn,Shuffled-GNN,27510.0,12556.0,60709.0,0.24632262102818364,0.45314533265248974,0.20682271162430613,positive
Fig5,max,0.2,cache_structural_only,Cache-Struct,27510.0,3636.0,60709.0,0.3932530596781367,0.45314533265248974,0.05989227297435306,positive
Fig5,max,0.2,structural_family_only,Struct-Family,27510.0,447.0,60709.0,0.44578233869772194,0.45314533265248974,0.007362993954767827,positive
Fig5,mem_ctrl,0.05,pure_static_proximity,Static-Prox,261189.0,261189.0,286023.0,0.0,0.9131748146128108,0.9131748146128108,zero
Fig5,mem_ctrl,0.05,no_gnn,SEGR w/o GNN,261189.0,205659.0,286023.0,0.19414522608321708,0.9131748146128108,0.7190295885295938,positive
Fig5,mem_ctrl,0.05,gnn_only,GNN-only,261189.0,68713.0,286023.0,0.672938889529863,0.9131748146128108,0.2402359250829479,positive
Fig5,mem_ctrl,0.05,shuffled_gnn,Shuffled-GNN,261189.0,27827.0,286023.0,0.8158854357866325,0.9131748146128108,0.09728937882617832,positive
Fig5,mem_ctrl,0.05,cache_structural_only,Cache-Struct,261189.0,157926.0,286023.0,0.3610304066456194,0.9131748146128108,0.5521444079671914,positive
Fig5,mem_ctrl,0.05,structural_family_only,Struct-Family,261189.0,187576.0,286023.0,0.25736741450862344,0.9131748146128108,0.6558074001041875,positive
Fig5,mem_ctrl,0.1,pure_static_proximity,Static-Prox,389954.0,387079.0,434533.0,0.006616298416921154,0.897409402738112,0.8907931043211907,positive
Fig5,mem_ctrl,0.1,no_gnn,SEGR w/o GNN,389954.0,231071.0,434533.0,0.36564081439154217,0.897409402738112,0.5317685883465698,positive
Fig5,mem_ctrl,0.1,gnn_only,GNN-only,389954.0,136533.0,434533.0,0.5832031169094177,0.897409402738112,0.31420628582869425,positive
Fig5,mem_ctrl,0.1,shuffled_gnn,Shuffled-GNN,389954.0,54660.0,434533.0,0.7716191865750127,0.897409402738112,0.12579021616309924,positive
Fig5,mem_ctrl,0.1,cache_structural_only,Cache-Struct,389954.0,162396.0,434533.0,0.5236840470113893,0.897409402738112,0.3737253557267227,positive
Fig5,mem_ctrl,0.1,structural_family_only,Struct-Family,389954.0,217294.0,434533.0,0.39734611640542833,0.897409402738112,0.5000632863326836,positive
Fig5,mem_ctrl,0.2,pure_static_proximity,Static-Prox,466847.0,451356.0,504088.0,0.030730745425401915,0.926122026312866,0.8953912808874641,positive
Fig5,mem_ctrl,0.2,no_gnn,SEGR w/o GNN,466847.0,283869.0,504088.0,0.36298820840805573,0.926122026312866,0.5631338179048103,positive
Fig5,mem_ctrl,0.2,gnn_only,GNN-only,466847.0,265771.0,504088.0,0.3988906698830363,0.926122026312866,0.5272313564298298,positive
Fig5,mem_ctrl,0.2,shuffled_gnn,Shuffled-GNN,466847.0,105113.0,504088.0,0.7176008950818111,0.926122026312866,0.2085211312310549,positive
Fig5,mem_ctrl,0.2,cache_structural_only,Cache-Struct,466847.0,174865.0,504088.0,0.5792282299915887,0.926122026312866,0.34689379632127726,positive
Fig5,mem_ctrl,0.2,structural_family_only,Struct-Family,466847.0,254516.0,504088.0,0.42121812064560155,0.926122026312866,0.5049039056672644,positive
Fig5,multiplier,0.05,pure_static_proximity,Static-Prox,134477.0,59077.0,171087.0,0.44071145089925007,0.786015302156213,0.34530385125696283,positive
Fig5,multiplier,0.05,no_gnn,SEGR w/o GNN,134477.0,111478.0,171087.0,0.13442868248318107,0.786015302156213,0.6515866196730319,positive
Fig5,multiplier,0.05,gnn_only,GNN-only,134477.0,111195.0,171087.0,0.13608281166891698,0.786015302156213,0.649932490487296,positive
Fig5,multiplier,0.05,shuffled_gnn,Shuffled-GNN,134477.0,43950.0,171087.0,0.5291284551134803,0.786015302156213,0.2568868470427326,positive
Fig5,multiplier,0.05,cache_structural_only,Cache-Struct,134477.0,88000.0,171087.0,0.2716571101252579,0.786015302156213,0.514358192030955,positive
Fig5,multiplier,0.05,structural_family_only,Struct-Family,134477.0,69478.0,171087.0,0.37991781958886417,0.786015302156213,0.4060974825673488,positive
Fig5,multiplier,0.1,pure_static_proximity,Static-Prox,233084.0,95714.0,325228.0,0.4223806068358198,0.7166787607463072,0.2942981539104874,positive
Fig5,multiplier,0.1,no_gnn,SEGR w/o GNN,233084.0,178410.0,325228.0,0.1681097568475039,0.7166787607463072,0.5485690038988033,positive
Fig5,multiplier,0.1,gnn_only,GNN-only,233084.0,198065.0,325228.0,0.10767523091492738,0.7166787607463072,0.6090035298313798,positive
Fig5,multiplier,0.1,shuffled_gnn,Shuffled-GNN,233084.0,88306.0,325228.0,0.4451584734401712,0.7166787607463072,0.271520287306136,positive
Fig5,multiplier,0.1,cache_structural_only,Cache-Struct,233084.0,150887.0,325228.0,0.25273654174917287,0.7166787607463072,0.46394221899713434,positive
Fig5,multiplier,0.1,structural_family_only,Struct-Family,233084.0,133536.0,325228.0,0.30608680679400296,0.7166787607463072,0.41059195395230424,positive
Fig5,multiplier,0.2,pure_static_proximity,Static-Prox,386064.0,160423.0,550743.0,0.4097028922746181,0.7009875749669083,0.29128468269229024,positive
Fig5,multiplier,0.2,no_gnn,SEGR w/o GNN,386064.0,306680.0,550743.0,0.1441398256537078,0.7009875749669083,0.5568477493132006,positive
Fig5,multiplier,0.2,gnn_only,GNN-only,386064.0,334915.0,550743.0,0.09287271921749346,0.7009875749669083,0.6081148557494149,positive
Fig5,multiplier,0.2,shuffled_gnn,Shuffled-GNN,386064.0,170697.0,550743.0,0.39104809321226053,0.7009875749669083,0.3099394817546478,positive
Fig5,multiplier,0.2,cache_structural_only,Cache-Struct,386064.0,286665.0,550743.0,0.18048164025688934,0.7009875749669083,0.520505934710019,positive
Fig5,multiplier,0.2,structural_family_only,Struct-Family,386064.0,270427.0,550743.0,0.20996544667839628,0.7009875749669083,0.49102212828851205,positive
Fig5,priority,0.05,pure_static_proximity,Static-Prox,3089.0,2834.0,4491.0,0.05678022712090848,0.6878200846136718,0.6310398574927633,positive
Fig5,priority,0.05,no_gnn,SEGR w/o GNN,3089.0,2762.0,4491.0,0.072812291249165,0.6878200846136718,0.6150077933645068,positive
Fig5,priority,0.05,gnn_only,GNN-only,3089.0,1196.0,4491.0,0.42150968603874417,0.6878200846136718,0.2663103985749276,positive
Fig5,priority,0.05,shuffled_gnn,Shuffled-GNN,3089.0,1149.0,4491.0,0.43197506123357826,0.6878200846136718,0.2558450233800935,positive
Fig5,priority,0.05,cache_structural_only,Cache-Struct,3089.0,143.0,4491.0,0.6559786239144957,0.6878200846136718,0.03184146069917613,positive
Fig5,priority,0.05,structural_family_only,Struct-Family,3089.0,3721.0,4491.0,-0.14072589623691828,0.6878200846136718,0.8285459808505901,negative
Fig5,priority,0.1,pure_static_proximity,Static-Prox,5834.0,5060.0,8146.0,0.09501595875276209,0.7161797201080284,0.6211637613552664,positive
Fig5,priority,0.1,no_gnn,SEGR w/o GNN,5834.0,5141.0,8146.0,0.08507242818561257,0.7161797201080284,0.6311072919224159,positive
Fig5,priority,0.1,gnn_only,GNN-only,5834.0,2819.0,8146.0,0.3701203044438989,0.7161797201080284,0.3460594156641296,positive
Fig5,priority,0.1,shuffled_gnn,Shuffled-GNN,5834.0,2405.0,8146.0,0.4209427940093297,0.7161797201080284,0.2952369260986987,positive
Fig5,priority,0.1,cache_structural_only,Cache-Struct,5834.0,996.0,8146.0,0.5939111220230788,0.7161797201080284,0.12226859808494966,positive
Fig5,priority,0.1,structural_family_only,Struct-Family,5834.0,7299.0,8146.0,-0.1798428676651117,0.7161797201080284,0.8960225877731401,negative
Fig5,priority,0.2,pure_static_proximity,Static-Prox,10688.0,10158.0,14661.0,0.036150330809630996,0.7290089352704454,0.6928586044608144,positive
Fig5,priority,0.2,no_gnn,SEGR w/o GNN,10688.0,8912.0,14661.0,0.1211377122979333,0.7290089352704454,0.6078712229725121,positive
Fig5,priority,0.2,gnn_only,GNN-only,10688.0,6407.0,14661.0,0.2919991815019439,0.7290089352704454,0.4370097537685015,positive
Fig5,priority,0.2,shuffled_gnn,Shuffled-GNN,10688.0,5416.0,14661.0,0.35959347929882,0.7290089352704454,0.3694154559716254,positive
Fig5,priority,0.2,cache_structural_only,Cache-Struct,10688.0,4059.0,14661.0,0.4521519678057431,0.7290089352704454,0.2768569674647023,positive
Fig5,priority,0.2,structural_family_only,Struct-Family,10688.0,7517.0,14661.0,0.21628811131573564,0.7290089352704454,0.5127208239547097,positive
Fig5,router,0.05,pure_static_proximity,Static-Prox,788.0,544.0,1148.0,0.21254355400696864,0.686411149825784,0.4738675958188153,positive
Fig5,router,0.05,no_gnn,SEGR w/o GNN,788.0,298.0,1148.0,0.4268292682926829,0.686411149825784,0.259581881533101,positive
Fig5,router,0.05,gnn_only,GNN-only,788.0,180.0,1148.0,0.5296167247386759,0.686411149825784,0.156794425087108,positive
Fig5,router,0.05,shuffled_gnn,Shuffled-GNN,788.0,2.0,1148.0,0.6846689895470384,0.686411149825784,0.0017421602787456446,positive
Fig5,router,0.05,cache_structural_only,Cache-Struct,788.0,1.0,1148.0,0.6855400696864111,0.686411149825784,0.0008710801393728223,positive
Fig5,router,0.05,structural_family_only,Struct-Family,788.0,375.0,1148.0,0.3597560975609756,0.686411149825784,0.32665505226480834,positive
Fig5,router,0.1,pure_static_proximity,Static-Prox,1107.0,955.0,1378.0,0.11030478955007257,0.8033381712626996,0.693033381712627,positive
Fig5,router,0.1,no_gnn,SEGR w/o GNN,1107.0,614.0,1378.0,0.35776487663280115,0.8033381712626996,0.4455732946298984,positive
Fig5,router,0.1,gnn_only,GNN-only,1107.0,356.0,1378.0,0.5449927431059507,0.8033381712626996,0.25834542815674894,positive
Fig5,router,0.1,shuffled_gnn,Shuffled-GNN,1107.0,125.0,1378.0,0.7126269956458636,0.8033381712626996,0.09071117561683599,positive
Fig5,router,0.1,cache_structural_only,Cache-Struct,1107.0,5.0,1378.0,0.7997097242380261,0.8033381712626996,0.00362844702467344,positive
Fig5,router,0.1,structural_family_only,Struct-Family,1107.0,448.0,1378.0,0.4782293178519594,0.8033381712626996,0.3251088534107402,positive
Fig5,router,0.2,pure_static_proximity,Static-Prox,1241.0,1128.0,1442.0,0.07836338418862691,0.8606102635228848,0.782246879334258,positive
Fig5,router,0.2,no_gnn,SEGR w/o GNN,1241.0,859.0,1442.0,0.26490984743411927,0.8606102635228848,0.5957004160887656,positive
Fig5,router,0.2,gnn_only,GNN-only,1241.0,480.0,1442.0,0.5277392510402219,0.8606102635228848,0.332871012482663,positive
Fig5,router,0.2,shuffled_gnn,Shuffled-GNN,1241.0,159.0,1442.0,0.7503467406380028,0.8606102635228848,0.11026352288488211,positive
Fig5,router,0.2,cache_structural_only,Cache-Struct,1241.0,62.0,1442.0,0.8176144244105409,0.8606102635228848,0.04299583911234397,positive
Fig5,router,0.2,structural_family_only,Struct-Family,1241.0,567.0,1442.0,0.46740638002773927,0.8606102635228848,0.3932038834951456,positive
Fig5,sin,0.05,pure_static_proximity,Static-Prox,25903.0,15977.0,34560.0,0.2872106481481482,0.7495081018518519,0.46229745370370373,positive
Fig5,sin,0.05,no_gnn,SEGR w/o GNN,25903.0,17014.0,34560.0,0.2572048611111111,0.7495081018518519,0.4923032407407407,positive
Fig5,sin,0.05,gnn_only,GNN-only,25903.0,15680.0,34560.0,0.29580439814814813,0.7495081018518519,0.4537037037037037,positive
Fig5,sin,0.05,shuffled_gnn,Shuffled-GNN,25903.0,11302.0,34560.0,0.4224826388888889,0.7495081018518519,0.327025462962963,positive
Fig5,sin,0.05,cache_structural_only,Cache-Struct,25903.0,11694.0,34560.0,0.4111400462962963,0.7495081018518519,0.33836805555555555,positive
Fig5,sin,0.05,structural_family_only,Struct-Family,25903.0,17641.0,34560.0,0.2390625,0.7495081018518519,0.5104456018518518,positive
Fig5,sin,0.1,pure_static_proximity,Static-Prox,46838.0,29131.0,68881.0,0.2570665350386899,0.6799843207851222,0.42291778574643224,positive
Fig5,sin,0.1,no_gnn,SEGR w/o GNN,46838.0,28295.0,68881.0,0.2692034087774568,0.6799843207851222,0.41078091200766537,positive
Fig5,sin,0.1,gnn_only,GNN-only,46838.0,29700.0,68881.0,0.2488059116447206,0.6799843207851222,0.43117840914040156,positive
Fig5,sin,0.1,shuffled_gnn,Shuffled-GNN,46838.0,23993.0,68881.0,0.331658948040824,0.6799843207851222,0.34832537274429815,positive
Fig5,sin,0.1,cache_structural_only,Cache-Struct,46838.0,25183.0,68881.0,0.31438277609210086,0.6799843207851222,0.3656015446930213,positive
Fig5,sin,0.1,structural_family_only,Struct-Family,46838.0,38123.0,68881.0,0.12652255338917845,0.6799843207851222,0.5534617673959438,positive
Fig5,sin,0.2,pure_static_proximity,Static-Prox,82905.0,56215.0,131020.0,0.2037093573500229,0.6327659899252023,0.42905663257517934,positive
Fig5,sin,0.2,no_gnn,SEGR w/o GNN,82905.0,57655.0,131020.0,0.19271866890551062,0.6327659899252023,0.44004732101969163,positive
Fig5,sin,0.2,gnn_only,GNN-only,82905.0,61030.0,131020.0,0.16695924286368494,0.6327659899252023,0.4658067470615173,positive
Fig5,sin,0.2,shuffled_gnn,Shuffled-GNN,82905.0,46487.0,131020.0,0.2779575637307281,0.6327659899252023,0.3548084261944741,positive
Fig5,sin,0.2,cache_structural_only,Cache-Struct,82905.0,50371.0,131020.0,0.2483132346206686,0.6327659899252023,0.38445275530453366,positive
Fig5,sin,0.2,structural_family_only,Struct-Family,82905.0,71659.0,131020.0,0.0858342237826286,0.6327659899252023,0.5469317661425737,positive
Fig5,sqrt,0.05,pure_static_proximity,Static-Prox,17851.0,5379.0,33084.0,0.37697980897110384,0.5395659533309153,0.1625861443598114,positive
Fig5,sqrt,0.05,no_gnn,SEGR w/o GNN,17851.0,12745.0,33084.0,0.15433442147261517,0.5395659533309153,0.38523153185830006,positive
Fig5,sqrt,0.05,gnn_only,GNN-only,17851.0,5213.0,33084.0,0.38199734010397773,0.5395659533309153,0.1575686132269375,positive
Fig5,sqrt,0.05,shuffled_gnn,Shuffled-GNN,17851.0,4152.0,33084.0,0.414067222826744,0.5395659533309153,0.1254987305041712,positive
Fig5,sqrt,0.05,cache_structural_only,Cache-Struct,17851.0,12909.0,33084.0,0.14937734252206505,0.5395659533309153,0.3901886108088502,positive
Fig5,sqrt,0.05,structural_family_only,Struct-Family,17851.0,9147.0,33084.0,0.2630878974730988,0.5395659533309153,0.2764780558578165,positive
Fig5,sqrt,0.1,pure_static_proximity,Static-Prox,37122.0,11582.0,50636.0,0.5043842325618138,0.7331147799984201,0.22873054743660637,positive
Fig5,sqrt,0.1,no_gnn,SEGR w/o GNN,37122.0,20354.0,50636.0,0.33114779998420096,0.7331147799984201,0.40196698001421916,positive
Fig5,sqrt,0.1,gnn_only,GNN-only,37122.0,22760.0,50636.0,0.28363219843589543,0.7331147799984201,0.4494825815625247,positive
Fig5,sqrt,0.1,shuffled_gnn,Shuffled-GNN,37122.0,8565.0,50636.0,0.5639663480527688,0.7331147799984201,0.16914843194565132,positive
Fig5,sqrt,0.1,cache_structural_only,Cache-Struct,37122.0,20373.0,50636.0,0.3307725728730547,0.7331147799984201,0.40234220712536534,positive
Fig5,sqrt,0.1,structural_family_only,Struct-Family,37122.0,14929.0,50636.0,0.4382850146141085,0.7331147799984201,0.29482976538431155,positive
Fig5,sqrt,0.2,pure_static_proximity,Static-Prox,58451.0,23931.0,72936.0,0.4732916529560162,0.8014012284742789,0.3281095755182626,positive
Fig5,sqrt,0.2,no_gnn,SEGR w/o GNN,58451.0,31080.0,72936.0,0.37527421300866515,0.8014012284742789,0.4261270154656137,positive
Fig5,sqrt,0.2,gnn_only,GNN-only,58451.0,41099.0,72936.0,0.23790720631786771,0.8014012284742789,0.5634940221564111,positive
Fig5,sqrt,0.2,shuffled_gnn,Shuffled-GNN,58451.0,17935.0,72936.0,0.5555007129538225,0.8014012284742789,0.2459005155204563,positive
Fig5,sqrt,0.2,cache_structural_only,Cache-Struct,58451.0,30859.0,72936.0,0.3783042667544148,0.8014012284742789,0.423096961719864,positive
Fig5,sqrt,0.2,structural_family_only,Struct-Family,58451.0,38009.0,72936.0,0.2802731161566305,0.8014012284742789,0.5211281123176483,positive
Fig5,square,0.05,pure_static_proximity,Static-Prox,101992.0,90387.0,117504.0,0.09876259531590414,0.8679874727668845,0.7692248774509803,positive
Fig5,square,0.05,no_gnn,SEGR w/o GNN,101992.0,98191.0,117504.0,0.032347834967320264,0.8679874727668845,0.8356396377995643,positive
Fig5,square,0.05,gnn_only,GNN-only,101992.0,101827.0,117504.0,0.0014042075163398693,0.8679874727668845,0.8665832652505446,positive
Fig5,square,0.05,shuffled_gnn,Shuffled-GNN,101992.0,82017.0,117504.0,0.16999421296296297,0.8679874727668845,0.6979932598039216,positive
Fig5,square,0.05,cache_structural_only,Cache-Struct,101992.0,92401.0,117504.0,0.08162275326797386,0.8679874727668845,0.7863647194989106,positive
Fig5,square,0.05,structural_family_only,Struct-Family,101992.0,95384.0,117504.0,0.056236383442265794,0.8679874727668845,0.8117510893246187,positive
Fig5,square,0.1,pure_static_proximity,Static-Prox,195729.0,171673.0,235008.0,0.10236247276688454,0.832861008986928,0.7304985362200436,positive
Fig5,square,0.1,no_gnn,SEGR w/o GNN,195729.0,193464.0,235008.0,0.00963796977124183,0.832861008986928,0.8232230392156863,positive
Fig5,square,0.1,gnn_only,GNN-only,195729.0,189109.0,235008.0,0.028169253812636165,0.832861008986928,0.8046917551742919,positive
Fig5,square,0.1,shuffled_gnn,Shuffled-GNN,195729.0,165265.0,235008.0,0.12962962962962962,0.832861008986928,0.7032313793572985,positive
Fig5,square,0.1,cache_structural_only,Cache-Struct,195729.0,183202.0,235008.0,0.053304568355119826,0.832861008986928,0.7795564406318083,positive
Fig5,square,0.1,structural_family_only,Struct-Family,195729.0,188271.0,235008.0,0.031735089869281044,0.832861008986928,0.8011259191176471,positive
Fig5,square,0.2,pure_static_proximity,Static-Prox,381598.0,328803.0,468825.0,0.11261131552284968,0.8139455020530049,0.7013341865301552,positive
Fig5,square,0.2,no_gnn,SEGR w/o GNN,381598.0,384511.0,468825.0,-0.0062134058550631895,0.8139455020530049,0.820158907908068,negative
Fig5,square,0.2,gnn_only,GNN-only,381598.0,352595.0,468825.0,0.06186316855969712,0.8139455020530049,0.7520823334933078,positive
Fig5,square,0.2,shuffled_gnn,Shuffled-GNN,381598.0,331682.0,468825.0,0.10647043139764305,0.8139455020530049,0.7074750706553619,positive
Fig5,square,0.2,cache_structural_only,Cache-Struct,381598.0,357404.0,468825.0,0.05160560976910361,0.8139455020530049,0.7623398922839012,positive
Fig5,square,0.2,structural_family_only,Struct-Family,381598.0,370990.0,468825.0,0.02262677971524556,0.8139455020530049,0.7913187223377592,positive
Fig5,voter,0.05,pure_static_proximity,Static-Prox,19379.0,17846.0,35517.0,0.043162429259227975,0.5456260382352113,0.5024636089759833,positive
Fig5,voter,0.05,no_gnn,SEGR w/o GNN,19379.0,19134.0,35517.0,0.006898105132753329,0.5456260382352113,0.5387279331024579,positive
Fig5,voter,0.05,gnn_only,GNN-only,19379.0,10008.0,35517.0,0.2638454824450263,0.5456260382352113,0.28178055579018496,positive
Fig5,voter,0.05,shuffled_gnn,Shuffled-GNN,19379.0,13885.0,35517.0,0.15468648816059916,0.5456260382352113,0.3909395500746122,positive
Fig5,voter,0.05,cache_structural_only,Cache-Struct,19379.0,14647.0,35517.0,0.1332319734211786,0.5456260382352113,0.41239406481403273,positive
Fig5,voter,0.05,structural_family_only,Struct-Family,19379.0,18067.0,35517.0,0.036940056874172934,0.5456260382352113,0.5086859813610384,positive
Fig5,voter,0.1,pure_static_proximity,Static-Prox,38479.0,38209.0,64316.0,0.0041980222650662355,0.598280365694384,0.5940823434293178,positive
Fig5,voter,0.1,no_gnn,SEGR w/o GNN,38479.0,38896.0,64316.0,-0.00648361216493563,0.598280365694384,0.6047639778593196,negative
Fig5,voter,0.1,gnn_only,GNN-only,38479.0,21664.0,64316.0,0.26144349772995834,0.598280365694384,0.33683686796442563,positive
Fig5,voter,0.1,shuffled_gnn,Shuffled-GNN,38479.0,27660.0,64316.0,0.16821630698426518,0.598280365694384,0.43006405871011877,positive
Fig5,voter,0.1,cache_structural_only,Cache-Struct,38479.0,28244.0,64316.0,0.15913614030723303,0.598280365694384,0.4391442253871509,positive
Fig5,voter,0.1,structural_family_only,Struct-Family,38479.0,35580.0,64316.0,0.045074320542322285,0.598280365694384,0.5532060451520617,positive
Fig5,voter,0.2,pure_static_proximity,Static-Prox,78080.0,76717.0,111925.0,0.012177797632343087,0.6976100067009158,0.6854322090685727,positive
Fig5,voter,0.2,no_gnn,SEGR w/o GNN,78080.0,72335.0,111925.0,0.0513290149653786,0.6976100067009158,0.6462809917355372,positive
Fig5,voter,0.2,gnn_only,GNN-only,78080.0,46674.0,111925.0,0.2805986151440697,0.6976100067009158,0.4170113915568461,positive
Fig5,voter,0.2,shuffled_gnn,Shuffled-GNN,78080.0,54328.0,111925.0,0.2122135358498995,0.6976100067009158,0.4853964708510163,positive
Fig5,voter,0.2,cache_structural_only,Cache-Struct,78080.0,59668.0,111925.0,0.16450301541210632,0.6976100067009158,0.5331069912888095,positive
Fig5,voter,0.2,structural_family_only,Struct-Family,78080.0,71922.0,111925.0,0.05501898592807684,0.6976100067009158,0.6425910207728389,positive
