circuit,load_seconds,gnn_seconds,rank_seconds,total_seconds,runtime_no_fi,gnn_nonrandom,gnn_struct_agree,train_nodes,device,epochs,hidden,layers,gnn_reliable,effective_gnn_weight,effective_struct_weight,residual_step,chosen_family,family_reason,family_selector_mode,adaptive_parameter_mode,frontier_metric_mode,structural_effective_dim,structural_active_features,frontier_fraction,core_fraction,tail_quantile,family_peer_frontier_overlap,family_gnn_frontier_overlap,family_cache_frontier_overlap,family_static_core_overlap,family_tail_separation,family_frontier_mean,family_peer_frontier_overlap_pct,family_gnn_frontier_overlap_pct,family_cache_frontier_overlap_pct,family_static_core_overlap_pct,family_tail_separation_pct,family_frontier_mean_pct,distance_guard_active,distance_guard_mode,final_score_mean
adder,0.014313199997559423,4.58822809999765,0.19569749999936903,4.822342299998127,True,0.7275796156004489,0.8419963524130191,2296,cuda,30,32,2,True,0.5418996659048845,0.4581003340951155,0.1219603441825664,mass_balance,relative-mass-balance-frontier,v38_cross_benchmark_adaptive_no_hand_parameters,runtime_visible_signal_geometry,runtime_visible_structural_effective_dimension,3.9635258279583185,6.0,0.25230061400031734,0.10036607695580348,0.9579498976666138,0.18517240374246596,0.19261213720316622,0.38650306748466257,0.0,0.0883813389983521,0.9989771542795753,0.29310344827586204,0.6379310344827587,0.6896551724137931,0.22413793103448276,0.3275862068965517,0.9827586206896551,False,auto_runtime_visible,0.5062079650323389
arbiter,0.23493650000091293,0.6146718999989389,2.5166129999997793,3.633951199997682,True,0.7637702818104184,0.9303046274551665,8192,cuda,30,32,2,True,0.5153587753107178,0.4846412246892821,0.09744520352974666,pdom_dist,relative-pdom-static-aligned,v38_cross_benchmark_adaptive_no_hand_parameters,runtime_visible_signal_geometry,runtime_visible_structural_effective_dimension,4.387999811182717,6.0,0.2278942668710976,0.09626492281252226,0.9620176221881505,0.37644981220433177,0.060389352403655144,0.024764830101746977,0.7013574660633484,-8.535546105914423e-05,0.0003747152521634289,0.9137931034482759,0.5,0.25862068965517243,0.9310344827586207,0.1206896551724138,0.22413793103448276,False,auto_runtime_visible,0.502691625770667
bar,0.060396599998057354,0.46837520000190125,0.6945596000005025,1.347983599996951,True,0.7198218740255691,0.1767227938883692,6807,cuda,30,32,2,True,0.47782196616936407,0.5221780338306358,0.17508574992204554,pdom_dist,relative-pdom-static-aligned,v38_cross_benchmark_adaptive_no_hand_parameters,runtime_visible_signal_geometry,runtime_visible_structural_effective_dimension,4.054210939435307,6.0,0.24665712143218813,0.0994608135858511,0.9588904797613019,0.47362384725090906,0.02193548387096774,0.21193573068094873,1.0,0.8978314551465212,0.3889755874656004,0.5517241379310345,0.06896551724137931,0.2413793103448276,0.9310344827586207,0.9827586206896551,0.43103448275862066,False,auto_runtime_visible,0.4972938564115265
cavlc,0.013848599999619182,0.4027654999990773,0.14376529999935883,0.5808207000009133,True,0.7525468061674009,0.6605176211453744,1396,cuda,30,32,2,True,0.4797152393622592,0.5202847606377408,0.17951541850220265,pdom_dist,relative-pdom-static-aligned,v38_cross_benchmark_adaptive_no_hand_parameters,runtime_visible_signal_geometry,runtime_visible_structural_effective_dimension,3.951792849884219,6.0,0.25304970123352954,0.10048440668774915,0.9578250497944117,0.34550901686592744,0.2446043165467626,0.3007518796992481,0.6829268292682927,0.21287422181497825,0.1697765369362562,0.7068965517241379,0.29310344827586204,0.5172413793103449,0.8793103448275862,0.39655172413793105,0.3620689655172414,False,auto_runtime_visible,0.4973840032775795
ctrl,0.004394199997477699,0.4104817000006733,0.04293379999944591,0.4645996999970521,True,0.6554351993865031,0.5217599693251534,357,cuda,30,32,2,True,0.466809583229644,0.5331904167703561,0.15337423312883436,pdom_dist,relative-pdom-static-aligned,v38_cross_benchmark_adaptive_no_hand_parameters,runtime_visible_signal_geometry,runtime_visible_structural_effective_dimension,4.393547289850952,6.0,0.22760651792914338,0.09621354212497554,0.9620655803451428,0.39324347098813145,0.13432835820895522,0.26666666666666666,1.0,0.9085365140084226,0.39473699980978383,0.7758620689655172,0.3620689655172414,0.5689655172413793,0.9310344827586207,0.9482758620689655,0.39655172413793105,False,auto_runtime_visible,0.5014342203445055
dec,0.005978099998174002,0.4201691000016581,0.03770710000026156,0.4702569000000949,True,0.5,0.4406028368794326,616,cuda,30,32,2,True,0.49114507342482594,0.5088549265751741,0.5106382978723405,index_mid,relative-structural-lowdim-index-tail,v38_cross_benchmark_adaptive_no_hand_parameters,runtime_visible_signal_geometry,runtime_visible_structural_effective_dimension,1.2646887138055745,6.0,0.790708408388417,0.1376521471731656,0.8682152652685972,0.7406147785910278,0.7272727272727273,0.7272727272727273,0.0,0.3695652173913043,0.608695652173913,0.10344827586206896,0.08620689655172414,0.08620689655172414,0.1206896551724138,0.8793103448275862,0.5344827586206896,True,auto_runtime_visible,0.4711575384336993
div,1.1601291999977548,1.1954406000004383,16.068466499997157,19.77606939999896,True,0.7270421813176231,0.13414704537098637,8192,cuda,30,32,2,True,0.5201690329789028,0.4798309670210971,0.10092965439966387,inv_depth,relative-depth-frontier,v38_cross_benchmark_adaptive_no_hand_parameters,runtime_visible_signal_geometry,runtime_visible_structural_effective_dimension,5.476652653796476,6.0,0.1825932852080347,0.08713342035921946,0.9695677857986609,0.13812999470557977,0.2312595915476331,0.06325500790050462,0.11516916872059153,0.15588358749534026,0.8509073264270517,0.25862068965517243,0.6724137931034483,0.1206896551724138,0.9482758620689655,0.5689655172413793,0.8448275862068966,False,auto_runtime_visible,0.5000284193355932
hyp,4.639755899999727,2.888126799996826,48.64767539999957,60.563726600001246,True,0.7547691751748317,0.789809079811023,8192,cuda,30,32,2,True,0.5450837380985759,0.45491626190142403,0.10005835504140874,mass_balance,relative-mass-balance-frontier,v38_cross_benchmark_adaptive_no_hand_parameters,runtime_visible_signal_geometry,runtime_visible_structural_effective_dimension,5.148551902595655,6.0,0.19422937146576058,0.0896977480785801,0.9676284380890399,0.2198627560387962,0.22639312611457457,0.3927160741782152,0.032594383984952305,0.2624602408643508,0.9999999999989602,0.43103448275862066,0.7758620689655172,0.7758620689655172,0.5689655172413793,0.8793103448275862,0.9827586206896551,False,auto_runtime_visible,0.4999960710988161
i2c,0.018387500000244472,0.27362319999883766,0.19505149999895366,0.5085347999993246,True,0.7174536780973451,0.6074276364306785,2861,cuda,30,32,2,True,0.48750799484273444,0.5124920051572657,0.1803834808259587,pdom_dist,relative-pdom-static-aligned,v38_cross_benchmark_adaptive_no_hand_parameters,runtime_visible_signal_geometry,runtime_visible_structural_effective_dimension,4.211699741931861,6.0,0.23743382987252334,0.09792689026036902,0.9604276950212461,0.4287179301567559,0.20522388059701493,0.3237704918032787,1.0,0.8960942739406756,0.4365326489130871,0.7068965517241379,0.39655172413793105,0.5344827586206896,0.9310344827586207,0.9482758620689655,0.46551724137931033,False,auto_runtime_visible,0.5006375957466149
int2float,0.004460699998162454,0.2397951999992074,0.0352571999974316,0.2849852999970608,True,0.7007378472222222,0.49348958333333337,531,cuda,30,32,2,True,0.49482987713691096,0.505170122863089,0.1984126984126984,pdom_dist,relative-pdom-static-aligned,v38_cross_benchmark_adaptive_no_hand_parameters,runtime_visible_signal_geometry,runtime_visible_structural_effective_dimension,3.98949948033654,6.0,0.2506580098402829,0.10010511557344919,0.9582236650266195,0.41787419590997527,0.16363636363636364,0.1743119266055046,1.0,0.5279983784870849,0.2803725193895713,0.43103448275862066,0.1206896551724138,0.2413793103448276,0.9137931034482759,0.9137931034482759,0.3620689655172414,False,auto_runtime_visible,0.5023930626493085
log2,0.3918171999976039,0.525716400003148,5.481060800000705,7.010897000000114,True,0.7591963421488119,0.2881589654822494,8192,cuda,30,32,2,True,0.5099927180921738,0.49000728190782616,0.1009523214787523,pdom_dist,relative-pdom-static-aligned,v38_cross_benchmark_adaptive_no_hand_parameters,runtime_visible_signal_geometry,runtime_visible_structural_effective_dimension,5.482178349896464,6.0,0.18240924249005616,0.08709148817645887,0.9695984595849907,0.21870435906618071,0.10120618168111571,0.10172527576128972,0.06917033914543017,0.002467147451627763,0.01091457919047439,0.6379310344827587,0.6379310344827587,0.29310344827586204,0.7413793103448276,0.1896551724137931,0.1896551724137931,False,auto_runtime_visible,0.5000467976501763
max,0.0420933999994304,0.2858577000006335,0.3659598999984155,0.7409886000023107,True,0.7524317620702268,0.9794714703730797,6242,cuda,30,32,2,True,0.539821119130079,0.4601788808699209,0.1714216044867106,pdom_dist,relative-pdom-static-aligned,v38_cross_benchmark_adaptive_no_hand_parameters,runtime_visible_signal_geometry,runtime_visible_structural_effective_dimension,4.474128557914539,6.0,0.2235072119756245,0.09547333646619914,0.9627487980040625,0.2668435077471769,0.03640982218458933,0.022556390977443608,0.9773584905660377,0.9033089289727594,0.42922188050437987,0.39655172413793105,0.05172413793103448,0.017241379310344827,0.8448275862068966,0.9827586206896551,0.603448275862069,False,auto_runtime_visible,0.502050598393148
mem_ctrl,0.6219187999995484,0.7120062999965739,8.419030200002453,10.500387199997931,True,0.7400296055424653,0.3909041066993568,8192,cuda,30,32,2,True,0.5088349325499024,0.4911650674500975,0.09760343034239741,index_mid,relative-mid-index,v38_cross_benchmark_adaptive_no_hand_parameters,runtime_visible_signal_geometry,runtime_visible_structural_effective_dimension,5.214659538342668,6.0,0.19176707369812712,0.08916900210666427,0.9680388210503121,0.11063757915913232,0.12396591403868881,0.09501878560174525,0.007554862693368509,0.4680453774670612,0.9041245636549984,0.15517241379310345,0.1896551724137931,0.1206896551724138,0.1896551724137931,0.9827586206896551,0.9137931034482759,False,auto_runtime_visible,0.5027342562144538
