node,static_rank,cache_struct_rank,gnn_rank,gnn_reliable,effective_gnn_weight,effective_struct_weight,static_freedom,residual_score,final_score,global_rank,chosen_family,family_reason,family_score,circuit
n386,0.8552188552188552,0.0005611672278338945,0.03198653198653199,True,0.5587065837879257,0.4412934162120743,0.1447811447811448,0.01811872541645558,0.8467100085439605,788,mass_balance,relative-mass-balance-frontier,0.813761326111845,adder
n387,0.8552188552188552,0.0005611672278338945,0.03198653198653199,True,0.5587065837879257,0.4412934162120743,0.1447811447811448,0.01811872541645558,0.8467100085439605,787,mass_balance,relative-mass-balance-frontier,0.813761326111845,adder
n389,0.26823793490460157,0.8092031425364759,0.8922558922558923,True,0.5587065837879257,0.4412934162120743,0.7317620650953984,0.8556052606064046,0.2999742653925935,408,mass_balance,relative-mass-balance-frontier,0.9315994511448468,adder
n390,0.26823793490460157,0.14702581369248036,0.489337822671156,True,0.5587065837879257,0.4412934162120743,0.7317620650953984,0.338277786818538,0.253804881816399,407,mass_balance,relative-mass-balance-frontier,0.9315994511448468,adder
n391,0.26823793490460157,0.0718294051627385,0.48035914702581367,True,0.5587065837879257,0.4412934162120743,0.7317620650953984,0.3000776616148204,0.25039567522569645,406,mass_balance,relative-mass-balance-frontier,0.9315994511448468,adder
n392,0.6391694725028059,0.6632996632996633,0.47362514029180697,True,0.5587065837879257,0.4412934162120743,0.36083052749719413,0.5573272585183395,0.6416922740469704,202,mass_balance,relative-mass-balance-frontier,0.9976891490040938,adder
n393,0.8552188552188552,0.007295173961840628,0.33164983164983164,True,0.5587065837879257,0.4412934162120743,0.1447811447811448,0.18851425669440014,0.8497187775628112,786,mass_balance,relative-mass-balance-frontier,0.813761326111845,adder
n394,0.8552188552188552,0.007295173961840628,0.33164983164983164,True,0.5587065837879257,0.4412934162120743,0.1447811447811448,0.18851425669440014,0.8497187775628112,785,mass_balance,relative-mass-balance-frontier,0.813761326111845,adder
n396,0.26823793490460157,0.3052749719416386,0.4837261503928171,True,0.5587065837879257,0.4412934162120743,0.7317620650953984,0.40497682022702597,0.25975750063838066,584,mass_balance,relative-mass-balance-frontier,0.9028808454948536,adder
n397,0.26823793490460157,0.8608305274971941,0.797979797979798,True,0.5587065837879257,0.4412934162120743,0.7317620650953984,0.8257154111199507,0.29730671728062,126,mass_balance,relative-mass-balance-frontier,0.9999220555430214,adder
n398,0.26823793490460157,0.14927048260381592,0.4769921436588103,True,0.5587065837879257,0.4412934162120743,0.7317620650953984,0.33237073228515635,0.2532777011032613,405,mass_balance,relative-mass-balance-frontier,0.9315994511448468,adder
n399,0.26823793490460157,0.07407407407407407,0.4152637485970819,True,0.5587065837879257,0.4412934162120743,0.7317620650953984,0.26469899155053805,0.24723827208865895,404,mass_balance,relative-mass-balance-frontier,0.9315994511448468,adder
n400,0.6391694725028059,0.6610549943883277,0.2356902356902357,True,0.5587065837879257,0.4412934162120743,0.36083052749719413,0.42340090319234136,0.6357985748756998,201,mass_balance,relative-mass-balance-frontier,0.9976891490040938,adder
n401,0.8552188552188552,0.08810325476992144,0.4943883277216611,True,0.5587065837879257,0.4412934162120743,0.1447811447811448,0.31509739992281605,0.8519539267876647,784,mass_balance,relative-mass-balance-frontier,0.813761326111845,adder
n402,0.8552188552188552,0.08810325476992144,0.4943883277216611,True,0.5587065837879257,0.4412934162120743,0.1447811447811448,0.31509739992281605,0.8519539267876647,783,mass_balance,relative-mass-balance-frontier,0.813761326111845,adder
n404,0.26823793490460157,0.6386083052749719,0.41975308641975306,True,0.5587065837879257,0.4412934162120743,0.7317620650953984,0.5163324536042138,0.26969554029654436,583,mass_balance,relative-mass-balance-frontier,0.9028808454948536,adder
n405,0.26823793490460157,0.8619528619528619,0.5218855218855218,True,0.5587065837879257,0.4412934162120743,0.7317620650953984,0.6719550001259915,0.28358422281877665,125,mass_balance,relative-mass-balance-frontier,0.9999999113326259,adder
n406,0.26823793490460157,0.14590347923681257,0.44219977553310885,True,0.5587065837879257,0.4412934162120743,0.7317620650953984,0.3114461707295313,0.25141026865945204,403,mass_balance,relative-mass-balance-frontier,0.9315994511448468,adder
n407,0.26823793490460157,0.0707070707070707,0.3075196408529742,True,0.5587065837879257,0.4412934162120743,0.7317620650953984,0.20301581277132696,0.2417332979947755,402,mass_balance,relative-mass-balance-frontier,0.9315994511448468,adder
n408,0.6391694725028059,0.6588103254769921,0.1414141414141414,True,0.5587065837879257,0.4412934162120743,0.36083052749719413,0.369737671014328,0.6334370161948456,200,mass_balance,relative-mass-balance-frontier,0.9976891490040938,adder
n409,0.8552188552188552,0.09259259259259259,0.6818181818181818,True,0.5587065837879257,0.4412934162120743,0.1447811447811448,0.4217968086292491,0.8538379778119956,782,mass_balance,relative-mass-balance-frontier,0.813761326111845,adder
n410,0.8552188552188552,0.09259259259259259,0.6818181818181818,True,0.5587065837879257,0.4412934162120743,0.1447811447811448,0.4217968086292491,0.8538379778119956,781,mass_balance,relative-mass-balance-frontier,0.813761326111845,adder
