node,static_rank,cache_struct_rank,gnn_rank,gnn_reliable,effective_gnn_weight,effective_struct_weight,static_freedom,residual_score,final_score,global_rank,chosen_family,family_reason,family_score,suite,circuit
242,0.3513761467889908,0.12477064220183487,0.8018348623853211,True,0.4877158076128076,0.5122841923871925,0.6486238532110091,0.4549855651543597,0.3493786288747312,378,pdom_dist,relative-pdom-static-aligned,0.0022675737383819755,iscas85,c1355
245,0.3513761467889908,0.13027522935779817,0.8,True,0.4877158076128076,0.5122841923871925,0.6486238532110091,0.456910586749862,0.34946405180929735,377,pdom_dist,relative-pdom-static-aligned,0.0022675737383819755,iscas85,c1355
248,0.3513761467889908,0.13302752293577982,0.7972477064220184,True,0.4877158076128076,0.5122841923871925,0.6486238532110091,0.4569782061574979,0.34946705242406834,376,pdom_dist,relative-pdom-static-aligned,0.0022675737383819755,iscas85,c1355
251,0.3513761467889908,0.13302752293577982,0.7972477064220184,True,0.4877158076128076,0.5122841923871925,0.6486238532110091,0.4569782061574979,0.34946705242406834,375,pdom_dist,relative-pdom-static-aligned,0.0022675737383819755,iscas85,c1355
254,0.3513761467889908,0.12660550458715597,0.8055045871559633,True,0.4877158076128076,0.5122841923871925,0.6486238532110091,0.457715318929796,0.3494997618421149,374,pdom_dist,relative-pdom-static-aligned,0.0022675737383819755,iscas85,c1355
257,0.3513761467889908,0.13944954128440368,0.7926605504587156,True,0.4877158076128076,0.5122841923871925,0.6486238532110091,0.4580308761654303,0.34951376471104606,373,pdom_dist,relative-pdom-static-aligned,0.0022675737383819755,iscas85,c1355
260,0.3513761467889908,0.12844036697247707,0.8036697247706422,True,0.4877158076128076,0.5122841923871925,0.6486238532110091,0.4577603985348866,0.34950176225196217,372,pdom_dist,relative-pdom-static-aligned,0.0022675737383819755,iscas85,c1355
263,0.3513761467889908,0.13577981651376148,0.7944954128440367,True,0.4877158076128076,0.5122841923871925,0.6486238532110091,0.4570458255651338,0.3494700530388393,371,pdom_dist,relative-pdom-static-aligned,0.0022675737383819755,iscas85,c1355
266,0.013761467889908258,0.003669724770642202,0.47889908256880737,True,0.4877158076128076,0.5122841923871925,0.9862385321100917,0.23544659481049024,0.0,546,pdom_dist,relative-pdom-static-aligned,0.0,iscas85,c1355
269,0.013761467889908258,0.1889908256880734,0.6605504587155964,True,0.4877158076128076,0.5122841923871925,0.9862385321100917,0.41897791294769093,0.00829469090511822,545,pdom_dist,relative-pdom-static-aligned,0.0,iscas85,c1355
272,0.013761467889908258,0.15412844036697249,0.6330275229357798,True,0.4877158076128076,0.5122841923871925,0.9862385321100917,0.387695093187051,0.006183955359928049,544,pdom_dist,relative-pdom-static-aligned,0.0,iscas85,c1355
275,0.013761467889908258,0.1981651376146789,0.6403669724770642,True,0.4877158076128076,0.5122841923871925,0.9862385321100917,0.41383396263245253,0.007947614814914652,543,pdom_dist,relative-pdom-static-aligned,0.0,iscas85,c1355
278,0.013761467889908258,0.1908256880733945,0.6587155963302752,True,0.4877158076128076,0.5122841923871925,0.9862385321100917,0.4190229925527815,0.008297732546682373,542,pdom_dist,relative-pdom-static-aligned,0.0,iscas85,c1355
281,0.013761467889908258,0.21100917431192662,0.6385321100917432,True,0.4877158076128076,0.5122841923871925,0.9862385321100917,0.4195188682087783,0.008331190603888068,541,pdom_dist,relative-pdom-static-aligned,0.0,iscas85,c1355
