node,static_rank,cache_struct_rank,gnn_rank,gnn_reliable,effective_gnn_weight,effective_struct_weight,static_freedom,residual_score,final_score,global_rank,chosen_family,family_reason,family_score,suite,circuit
655,0.8039568345323741,0.4130695443645084,0.7206235011990407,True,0.4752010048923714,0.5247989951076286,0.1960431654676259,0.5592194937109032,0.8047808698991487,258,dist_avg_inv,relative-distance-dominance,0.1428571492433548,iscas85,c3540
665,0.704736211031175,0.31115107913669066,0.2392086330935252,True,0.4752010048923714,0.5247989951076286,0.295263788968825,0.2769639564825632,0.700061931332398,399,dist_avg_inv,relative-distance-dominance,0.1071428582072258,iscas85,c3540
670,0.6019184652278178,0.26258992805755393,0.7967625899280576,True,0.4752010048923714,0.5247989951076286,0.3980815347721822,0.5164293137644502,0.6023826820902702,589,dist_avg_inv,relative-distance-dominance,0.08163265138864517,iscas85,c3540
679,0.704736211031175,0.2865707434052758,0.22062350119904076,True,0.4752010048923714,0.5247989951076286,0.295263788968825,0.2552325476389923,0.6996064951545438,400,dist_avg_inv,relative-distance-dominance,0.1071428582072258,iscas85,c3540
683,0.704736211031175,0.27278177458033576,0.16906474820143885,True,0.4752010048923714,0.5247989951076286,0.295263788968825,0.22349533942063535,0.6989413623547892,401,dist_avg_inv,relative-distance-dominance,0.1071428582072258,iscas85,c3540
686,0.704736211031175,0.2907673860911271,0.21163069544364507,True,0.4752010048923714,0.5247989951076286,0.295263788968825,0.25316155117158695,0.6995630922292086,402,dist_avg_inv,relative-distance-dominance,0.1071428582072258,iscas85,c3540
690,0.6019184652278178,0.27038369304556353,0.7955635491606715,True,0.4752010048923714,0.5247989951076286,0.3980815347721822,0.5199496884206939,0.6024821516908274,590,dist_avg_inv,relative-distance-dominance,0.08163265138864517,iscas85,c3540
699,0.704736211031175,0.31714628297362113,0.06894484412470024,True,0.4752010048923714,0.5247989951076286,0.295263788968825,0.19920070981688145,0.6984322074569744,403,dist_avg_inv,relative-distance-dominance,0.1071428582072258,iscas85,c3540
702,0.9421462829736211,0.49160671462829736,0.5857314148681055,True,0.4752010048923714,0.5247989951076286,0.05785371702637887,0.5363348667674475,0.9422954882887337,60,dist_avg_inv,relative-distance-dominance,0.2857142984867096,iscas85,c3540
706,0.6019184652278178,0.30635491606714627,0.7410071942446043,True,0.4752010048923714,0.5247989951076286,0.3980815347721822,0.5129021154358329,0.602283019684108,591,dist_avg_inv,relative-distance-dominance,0.08163265138864517,iscas85,c3540
715,0.6019184652278178,0.32793764988009594,0.6534772182254197,True,0.4752010048923714,0.5247989951076286,0.3980815347721822,0.48263437989002256,0.6014277926533225,592,dist_avg_inv,relative-distance-dominance,0.08163265138864517,iscas85,c3540
724,0.4988009592326139,0.23201438848920863,0.1288968824940048,True,0.4752010048923714,0.5247989951076286,0.5011990407673861,0.18301284601829265,0.48752427683603805,742,dist_avg_inv,relative-distance-dominance,0.0625,iscas85,c3540
727,0.6019184652278178,0.2637889688249401,0.7943645083932853,True,0.4752010048923714,0.5247989951076286,0.3980815347721822,0.5159189983991299,0.6023682629245554,593,dist_avg_inv,relative-distance-dominance,0.08163265138864517,iscas85,c3540
736,0.8827937649880095,0.4430455635491607,0.13489208633093525,True,0.4752010048923714,0.5247989951076286,0.11720623501199046,0.2966107215139815,0.8811017343361383,136,dist_avg_inv,relative-distance-dominance,0.1964285671710968,iscas85,c3540
740,0.6019184652278178,0.27218225419664266,0.7877697841726619,True,0.4752010048923714,0.5247989951076286,0.3980815347721822,0.5171899665512226,0.6024041746404251,594,dist_avg_inv,relative-distance-dominance,0.08163265138864517,iscas85,c3540
749,0.8827937649880095,0.4490407673860911,0.11630695443645084,True,0.4752010048923714,0.5247989951076286,0.11720623501199046,0.29092532511075175,0.8810544365382704,137,dist_avg_inv,relative-distance-dominance,0.1964285671710968,iscas85,c3540
753,0.8039568345323741,0.41247002398081534,0.7182254196642686,True,0.4752010048923714,0.5247989951076286,0.1960431654676259,0.5577652952608569,0.8047606348231955,259,dist_avg_inv,relative-distance-dominance,0.1428571492433548,iscas85,c3540
763,0.8039568345323741,0.4010791366906475,0.3057553956834532,True,0.4752010048923714,0.5247989951076286,0.1960431654676259,0.3557811991739286,0.8019500393879466,260,dist_avg_inv,relative-distance-dominance,0.1428571492433548,iscas85,c3540
768,0.8039568345323741,0.5533573141486811,0.33992805755395683,True,0.4752010048923714,0.5247989951076286,0.1960431654676259,0.45193551694143635,0.8032880204064151,261,dist_avg_inv,relative-distance-dominance,0.1428571492433548,iscas85,c3540
769,0.6019184652278178,0.1828537170263789,0.23321342925659472,True,0.4752010048923714,0.5247989951076286,0.3980815347721822,0.2067847028842681,0.593633549180706,595,dist_avg_inv,relative-distance-dominance,0.08163265138864517,iscas85,c3540
772,0.704736211031175,0.2709832134292566,0.5953237410071942,True,0.4752010048923714,0.5247989951076286,0.295263788968825,0.42511015806161445,0.7031667065587293,404,dist_avg_inv,relative-distance-dominance,0.1071428582072258,iscas85,c3540
779,0.16786570743405277,0.006594724220623501,0.6600719424460432,True,0.4752010048923714,0.5247989951076286,0.8321342925659472,0.3171277549956144,0.15706454067014788,1241,dist_avg_inv,relative-distance-dominance,0.0357142873108387,iscas85,c3540
782,0.6019184652278178,0.2871702637889688,0.4766187050359712,True,0.4752010048923714,0.5247989951076286,0.3980815347721822,0.3771963534448377,0.5984485988463679,596,dist_avg_inv,relative-distance-dominance,0.08163265138864517,iscas85,c3540
786,0.704736211031175,0.3591127098321343,0.6684652278177458,True,0.4752010048923714,0.5247989951076286,0.295263788968825,0.5061173372448823,0.7048644151763139,405,dist_avg_inv,relative-distance-dominance,0.1071428582072258,iscas85,c3540
793,0.16786570743405277,0.4094724220623501,0.8872901678657075,True,0.4752010048923714,0.5247989951076286,0.8321342925659472,0.6365318950235132,0.17592982764379567,1242,dist_avg_inv,relative-distance-dominance,0.0357142873108387,iscas85,c3540
