node,static_rank,cache_struct_rank,gnn_rank,gnn_reliable,effective_gnn_weight,effective_struct_weight,static_freedom,residual_score,final_score,global_rank,chosen_family,family_reason,family_score,suite,circuit
250,0.03731343283582089,0.0,0.24378109452736318,True,0.4106773771483019,0.5893226228516981,0.9626865671641791,0.10011538049883976,0.0,202,pdom_dist,relative-pdom-static-aligned,0.0,iscas85,c499
251,0.03731343283582089,0.014925373134328358,0.5223880597014925,True,0.4106773771483019,0.5893226228516981,0.9626865671641791,0.22332881825436213,0.0,201,pdom_dist,relative-pdom-static-aligned,0.0,iscas85,c499
252,0.03731343283582089,0.009950248756218905,0.527363184079602,True,0.4106773771483019,0.5893226228516981,0.9626865671641791,0.22244003593742984,0.0,200,pdom_dist,relative-pdom-static-aligned,0.0,iscas85,c499
253,0.03731343283582089,0.024875621890547265,0.5870646766169154,True,0.4106773771483019,0.5893226228516981,0.9626865671641791,0.2557539483470553,0.002608983453040045,199,pdom_dist,relative-pdom-static-aligned,0.0,iscas85,c499
254,0.03731343283582089,0.01990049751243781,0.5920398009950248,True,0.4106773771483019,0.5893226228516981,0.9626865671641791,0.25486516603012294,0.0024826980915304275,198,pdom_dist,relative-pdom-static-aligned,0.0,iscas85,c499
255,0.03731343283582089,0.03482587064676617,0.582089552238806,True,0.4106773771483019,0.5893226228516981,0.9626865671641791,0.2595746840115085,0.003151864398605597,197,pdom_dist,relative-pdom-static-aligned,0.0,iscas85,c499
256,0.03731343283582089,0.029850746268656716,0.5771144278606966,True,0.4106773771483019,0.5893226228516981,0.9626865671641791,0.25459955963339903,0.002444958592003346,196,pdom_dist,relative-pdom-static-aligned,0.0,iscas85,c499
257,0.03731343283582089,0.03980099502487562,0.5323383084577115,True,0.4106773771483019,0.5893226228516981,0.9626865671641791,0.2420749270531437,0.0006653577571983718,195,pdom_dist,relative-pdom-static-aligned,0.0,iscas85,c499
258,0.03731343283582089,0.05223880597014925,0.5696517412935324,True,0.4106773771483019,0.5893226228516981,0.9626865671641791,0.2647285931513602,0.0038841733864355688,194,pdom_dist,relative-pdom-static-aligned,0.0,iscas85,c499
259,0.03731343283582089,0.05223880597014925,0.5597014925373134,True,0.4106773771483019,0.5893226228516981,0.9626865671641791,0.260642251090183,0.0033035529413429285,193,pdom_dist,relative-pdom-static-aligned,0.0,iscas85,c499
260,0.03731343283582089,0.05223880597014925,0.5696517412935324,True,0.4106773771483019,0.5893226228516981,0.9626865671641791,0.2647285931513602,0.0038841733864355688,192,pdom_dist,relative-pdom-static-aligned,0.0,iscas85,c499
261,0.03731343283582089,0.05223880597014925,0.5597014925373134,True,0.4106773771483019,0.5893226228516981,0.9626865671641791,0.260642251090183,0.0033035529413429285,191,pdom_dist,relative-pdom-static-aligned,0.0,iscas85,c499
