node,static_rank,cache_struct_rank,gnn_rank,gnn_reliable,effective_gnn_weight,effective_struct_weight,static_freedom,residual_score,final_score,global_rank,chosen_family,family_reason,family_score,suite,circuit
709,0.9735472679965308,0.15915004336513444,0.9731136166522116,True,0.4768403623154346,0.5231596376845654,0.026452732003469204,0.5472807285629101,0.9735979682606016,1,dist_avg_inv,relative-distance-dominance,1.0,iscas85,c5315
816,0.9735472679965308,0.17736339982653945,0.8876843018213356,True,0.4768403623154346,0.5231596376845654,0.026452732003469204,0.5160730760939644,0.9735645035431724,2,dist_avg_inv,relative-distance-dominance,1.0,iscas85,c5315
1042,0.7959670424978318,0.3764093668690373,0.6621856027753686,True,0.4768403623154346,0.5231596376845654,0.2040329575021682,0.5126790107397534,0.796071910072444,326,dist_avg_inv,relative-distance-dominance,0.3055555522441864,iscas85,c5315
1043,0.7959670424978318,0.16131830008673026,0.6461405030355594,True,0.4768403623154346,0.5231596376845654,0.2040329575021682,0.3925010949994171,0.7950779234906575,327,dist_avg_inv,relative-distance-dominance,0.3055555522441864,iscas85,c5315
1066,0.9735472679965308,0.16218560277536861,0.9648742411101474,True,0.4768403623154346,0.5231596376845654,0.026452732003469204,0.5449399439054075,0.9735954581808318,3,dist_avg_inv,relative-distance-dominance,1.0,iscas85,c5315
1067,0.4670424978317433,0.2194275802254987,0.8655680832610582,True,0.4768403623154346,0.5231596376845654,0.5329575021682567,0.527533451799652,0.4676373496183994,1135,dist_avg_inv,relative-distance-dominance,0.1319444477558136,iscas85,c5315
1080,0.38356461405030357,0.1608846487424111,0.8391153512575888,True,0.4768403623154346,0.5231596376845654,0.6164353859496965,0.48429242266320016,0.3831721026303097,1326,dist_avg_inv,relative-distance-dominance,0.1071428582072258,iscas85,c5315
1092,0.31027753686036424,0.2259323503902862,0.896357328707719,True,0.4768403623154346,0.5231596376845654,0.6897224631396357,0.5456180399564882,0.3115529959141125,1520,dist_avg_inv,relative-distance-dominance,0.0885416641831398,iscas85,c5315
1104,0.38356461405030357,0.2575888985255854,0.9106678230702515,True,0.4768403623154346,0.5231596376845654,0.6164353859496965,0.5690032895260384,0.38528891427658085,1327,dist_avg_inv,relative-distance-dominance,0.1071428582072258,iscas85,c5315
1137,0.9735472679965308,0.15221162185602774,0.9917606244579358,True,0.4768403623154346,0.5231596376845654,0.026452732003469204,0.5525424724382832,0.9736036105552969,4,dist_avg_inv,relative-distance-dominance,1.0,iscas85,c5315
1138,0.9735472679965308,0.23547267996530788,0.9592367736339983,True,0.4768403623154346,0.5231596376845654,0.026452732003469204,0.5805926126211883,0.973633689396248,5,dist_avg_inv,relative-distance-dominance,1.0,iscas85,c5315
1139,0.9735472679965308,0.28664353859496966,0.9601040763226366,True,0.4768403623154346,0.5231596376845654,0.026452732003469204,0.6077767054101777,0.9736628395537185,6,dist_avg_inv,relative-distance-dominance,1.0,iscas85,c5315
1140,0.9735472679965308,0.34388551604509976,0.9791847354726799,True,0.4768403623154346,0.5231596376845654,0.026452732003469204,0.6468218260156599,0.9737047085770086,7,dist_avg_inv,relative-distance-dominance,1.0,iscas85,c5315
1141,0.9735472679965308,0.1634865568083261,0.9644405897658282,True,0.4768403623154346,0.5231596376845654,0.026452732003469204,0.54541376808179,0.973595966273909,8,dist_avg_inv,relative-distance-dominance,1.0,iscas85,c5315
1142,0.9735472679965308,0.15221162185602774,0.9917606244579358,True,0.4768403623154346,0.5231596376845654,0.026452732003469204,0.5525424724382832,0.9736036105552969,9,dist_avg_inv,relative-distance-dominance,1.0,iscas85,c5315
1143,0.9735472679965308,0.15221162185602774,0.9917606244579358,True,0.4768403623154346,0.5231596376845654,0.026452732003469204,0.5525424724382832,0.9736036105552969,10,dist_avg_inv,relative-distance-dominance,1.0,iscas85,c5315
1144,0.9735472679965308,0.23243712055507373,0.9588031222896791,True,0.4768403623154346,0.5231596376845654,0.026452732003469204,0.5787977479958165,0.9736317647196779,11,dist_avg_inv,relative-distance-dominance,1.0,iscas85,c5315
1145,0.9735472679965308,0.24804856895056374,0.9596704249783174,True,0.4768403623154346,0.5231596376845654,0.026452732003469204,0.5873785926104198,0.9736409661660417,12,dist_avg_inv,relative-distance-dominance,1.0,iscas85,c5315
1146,0.9030789245446661,0.20381613183000868,0.9575021682567216,True,0.4768403623154346,0.5231596376845654,0.0969210754553339,0.5632040545118063,0.9033272485432,124,dist_avg_inv,relative-distance-dominance,0.4791666567325592,iscas85,c5315
1147,0.9735472679965308,0.419774501300954,0.98438855160451,True,0.4768403623154346,0.5231596376845654,0.026452732003469204,0.6890052696160867,0.9737499428996378,13,dist_avg_inv,relative-distance-dominance,1.0,iscas85,c5315
1148,0.9030789245446661,0.14397224631396358,0.9679098005203816,True,0.4768403623154346,0.5231596376845654,0.0969210754553339,0.536858928187045,0.9032237405141443,125,dist_avg_inv,relative-distance-dominance,0.4791666567325592,iscas85,c5315
1149,0.9030789245446661,0.2983521248915872,0.7723330442324371,True,0.4768403623154346,0.5231596376845654,0.0969210754553339,0.5243653582006809,0.9031746542129736,126,dist_avg_inv,relative-distance-dominance,0.4791666567325592,iscas85,c5315
1150,0.9030789245446661,0.4635732870771899,0.9028620988725065,True,0.4768403623154346,0.5231596376845654,0.0969210754553339,0.6730439232547853,0.9037588011645529,127,dist_avg_inv,relative-distance-dominance,0.4791666567325592,iscas85,c5315
1151,0.9030789245446661,0.3746747614917606,0.9232437120555074,True,0.4768403623154346,0.5231596376845654,0.0969210754553339,0.6362545786335754,0.9036142585836956,128,dist_avg_inv,relative-distance-dominance,0.4791666567325592,iscas85,c5315
1152,0.9735472679965308,0.16565481352992195,0.971379011274935,True,0.4768403623154346,0.5231596376845654,0.026452732003469204,0.5498566319089668,0.9736007304638045,14,dist_avg_inv,relative-distance-dominance,1.0,iscas85,c5315
1153,0.9735472679965308,0.1552471812662619,0.9722463139635733,True,0.4768403623154346,0.5231596376845654,0.026452732003469204,0.5448253437130437,0.9735953352922853,15,dist_avg_inv,relative-distance-dominance,1.0,iscas85,c5315
1154,0.9735472679965308,0.1556808326105811,0.9627059843885516,True,0.4768403623154346,0.5231596376845654,0.026452732003469204,0.5405029983820572,0.9735907003372761,16,dist_avg_inv,relative-distance-dominance,1.0,iscas85,c5315
1155,0.9735472679965308,0.1647875108412836,0.9631396357328708,True,0.4768403623154346,0.5231596376845654,0.026452732003469204,0.5454740273298851,0.9735960308913522,17,dist_avg_inv,relative-distance-dominance,1.0,iscas85,c5315
1156,0.9030789245446661,0.5169124024284475,0.9544666088464874,True,0.4768403623154346,0.5231596376845654,0.0969210754553339,0.7255559087494681,0.9039651168243585,129,dist_avg_inv,relative-distance-dominance,0.4791666567325592,iscas85,c5315
1157,0.38356461405030357,0.18300086730268864,0.8382480485689505,True,0.4768403623154346,0.5231596376845654,0.6164353859496965,0.4954491706238602,0.38345089489029066,1328,dist_avg_inv,relative-distance-dominance,0.1071428582072258,iscas85,c5315
1161,0.6825672159583694,0.4427580225498699,0.614050303555941,True,0.4768403623154346,0.5231596376845654,0.31743278404163056,0.5244370958866421,0.6828816697966843,618,dist_avg_inv,relative-distance-dominance,0.21875,iscas85,c5315
1173,0.6825672159583694,0.4384215091066782,0.5971379011274935,True,0.4768403623154346,0.5231596376845654,0.31743278404163056,0.5141038909832824,0.6827487032625663,619,dist_avg_inv,relative-distance-dominance,0.21875,iscas85,c5315
