circuit,label_mode,budget,n_nodes,budget_nodes,rank_mode,gnn_nonrandom,gnn_reliable,gnn_struct_agree,gnn_participated,frontier_source,global_rank_prefix_consistent,runtime_no_fi,chosen_family,family_reason,family_peer_frontier_overlap,family_gnn_frontier_overlap,family_cache_frontier_overlap,family_static_core_overlap,method,rank_action,selected,fault_instance_total,fault_instance_selected,fault_instance_snc,fault_instance_nsde,fault_instance_oracle
max,unsupervised,0.05,2735,137,segr_structure_derived_global_rank,0.7329890956474031,True,0.7985895208485735,True,structure_derived_rank_frontier,True,False,pdom_dist,relative-pdom-static-aligned,0.28275254473848144,0.04974271012006861,0.2776617954070981,0.9773584905660377,pure_static_proximity,static_proximity_global_prefix,137,2207,155,0.07023108291798821,0.7989690721649485,194
max,unsupervised,0.05,2735,137,segr_structure_derived_global_rank,0.7329890956474031,True,0.7985895208485735,True,structure_derived_rank_frontier,True,False,pdom_dist,relative-pdom-static-aligned,0.28275254473848144,0.04974271012006861,0.2776617954070981,0.9773584905660377,segr_structure_derived_selector,global_rank_prefix,137,2207,155,0.07023108291798821,0.7989690721649485,194
max,unsupervised,0.1,2735,274,segr_structure_derived_global_rank,0.7329890956474031,True,0.7985895208485735,True,structure_derived_rank_frontier,True,False,pdom_dist,relative-pdom-static-aligned,0.28275254473848144,0.04974271012006861,0.2776617954070981,0.9773584905660377,pure_static_proximity,static_proximity_global_prefix,274,2207,291,0.13185319438151336,0.879154078549849,331
max,unsupervised,0.1,2735,274,segr_structure_derived_global_rank,0.7329890956474031,True,0.7985895208485735,True,structure_derived_rank_frontier,True,False,pdom_dist,relative-pdom-static-aligned,0.28275254473848144,0.04974271012006861,0.2776617954070981,0.9773584905660377,segr_structure_derived_selector,global_rank_prefix,274,2207,303,0.13729043951064793,0.9154078549848943,331
max,unsupervised,0.2,2735,547,segr_structure_derived_global_rank,0.7329890956474031,True,0.7985895208485735,True,structure_derived_rank_frontier,True,False,pdom_dist,relative-pdom-static-aligned,0.28275254473848144,0.04974271012006861,0.2776617954070981,0.9773584905660377,pure_static_proximity,static_proximity_global_prefix,547,2207,508,0.23017671046669688,0.8410596026490066,604
max,unsupervised,0.2,2735,547,segr_structure_derived_global_rank,0.7329890956474031,True,0.7985895208485735,True,structure_derived_rank_frontier,True,False,pdom_dist,relative-pdom-static-aligned,0.28275254473848144,0.04974271012006861,0.2776617954070981,0.9773584905660377,segr_structure_derived_selector,global_rank_prefix,547,2207,570,0.25826914363389214,0.9437086092715232,604
mem_ctrl,unsupervised,0.05,47110,2356,segr_structure_derived_global_rank,0.7284421169521748,True,0.7340244167781104,True,structure_derived_rank_frontier,True,False,pdom_dist,relative-pdom-static-aligned,0.30909579602099463,0.21749090419080985,0.05321443142740572,0.9626255547769212,pure_static_proximity,static_proximity_global_prefix,2356,11837,3724,0.3146067415730337,0.8656438865643886,4302
mem_ctrl,unsupervised,0.05,47110,2356,segr_structure_derived_global_rank,0.7284421169521748,True,0.7340244167781104,True,structure_derived_rank_frontier,True,False,pdom_dist,relative-pdom-static-aligned,0.30909579602099463,0.21749090419080985,0.05321443142740572,0.9626255547769212,segr_structure_derived_selector,global_rank_prefix,2356,11837,3724,0.3146067415730337,0.8656438865643886,4302
mem_ctrl,unsupervised,0.1,47110,4711,segr_structure_derived_global_rank,0.7284421169521748,True,0.7340244167781104,True,structure_derived_rank_frontier,True,False,pdom_dist,relative-pdom-static-aligned,0.30909579602099463,0.21749090419080985,0.05321443142740572,0.9626255547769212,pure_static_proximity,static_proximity_global_prefix,4711,11837,5932,0.5011404916786348,0.8910920835211056,6657
mem_ctrl,unsupervised,0.1,47110,4711,segr_structure_derived_global_rank,0.7284421169521748,True,0.7340244167781104,True,structure_derived_rank_frontier,True,False,pdom_dist,relative-pdom-static-aligned,0.30909579602099463,0.21749090419080985,0.05321443142740572,0.9626255547769212,segr_structure_derived_selector,global_rank_prefix,4711,11837,5933,0.5012249725437189,0.8912423013369386,6657
mem_ctrl,unsupervised,0.2,47110,9422,segr_structure_derived_global_rank,0.7284421169521748,True,0.7340244167781104,True,structure_derived_rank_frontier,True,False,pdom_dist,relative-pdom-static-aligned,0.30909579602099463,0.21749090419080985,0.05321443142740572,0.9626255547769212,pure_static_proximity,static_proximity_global_prefix,9422,11837,7647,0.646025175297795,0.6726776917663617,11368
mem_ctrl,unsupervised,0.2,47110,9422,segr_structure_derived_global_rank,0.7284421169521748,True,0.7340244167781104,True,structure_derived_rank_frontier,True,False,pdom_dist,relative-pdom-static-aligned,0.30909579602099463,0.21749090419080985,0.05321443142740572,0.9626255547769212,segr_structure_derived_selector,global_rank_prefix,9422,11837,7810,0.6597955563064966,0.6870161857846587,11368
multiplier,unsupervised,0.05,26934,1347,segr_structure_derived_global_rank,0.7647588460253221,True,0.8832798054431366,True,structure_derived_rank_frontier,True,False,pdom_dist,relative-pdom-static-aligned,0.21520824178447523,0.25717703349282295,0.24910862847634893,0.09226257613354387,pure_static_proximity,static_proximity_global_prefix,1347,15406,905,0.05874334674802025,0.33593170007423906,2694
multiplier,unsupervised,0.05,26934,1347,segr_structure_derived_global_rank,0.7647588460253221,True,0.8832798054431366,True,structure_derived_rank_frontier,True,False,pdom_dist,relative-pdom-static-aligned,0.21520824178447523,0.25717703349282295,0.24910862847634893,0.09226257613354387,segr_structure_derived_selector,global_rank_prefix,1347,15406,1360,0.08827729456056083,0.5048255382331106,2694
multiplier,unsupervised,0.1,26934,2694,segr_structure_derived_global_rank,0.7647588460253221,True,0.8832798054431366,True,structure_derived_rank_frontier,True,False,pdom_dist,relative-pdom-static-aligned,0.21520824178447523,0.25717703349282295,0.24910862847634893,0.09226257613354387,pure_static_proximity,static_proximity_global_prefix,2694,15406,1092,0.07088147475009736,0.2494289629968022,4378
multiplier,unsupervised,0.1,26934,2694,segr_structure_derived_global_rank,0.7647588460253221,True,0.8832798054431366,True,structure_derived_rank_frontier,True,False,pdom_dist,relative-pdom-static-aligned,0.21520824178447523,0.25717703349282295,0.24910862847634893,0.09226257613354387,segr_structure_derived_selector,global_rank_prefix,2694,15406,2259,0.146631182656108,0.5159890360895386,4378
multiplier,unsupervised,0.2,26934,5387,segr_structure_derived_global_rank,0.7647588460253221,True,0.8832798054431366,True,structure_derived_rank_frontier,True,False,pdom_dist,relative-pdom-static-aligned,0.21520824178447523,0.25717703349282295,0.24910862847634893,0.09226257613354387,pure_static_proximity,static_proximity_global_prefix,5387,15406,1189,0.07717772296507854,0.16815160514778674,7071
multiplier,unsupervised,0.2,26934,5387,segr_structure_derived_global_rank,0.7647588460253221,True,0.8832798054431366,True,structure_derived_rank_frontier,True,False,pdom_dist,relative-pdom-static-aligned,0.21520824178447523,0.25717703349282295,0.24910862847634893,0.09226257613354387,segr_structure_derived_selector,global_rank_prefix,5387,15406,3731,0.24217837206283266,0.5276481402913308,7071
priority,unsupervised,0.05,971,49,segr_structure_derived_global_rank,0.7394088273195876,True,0.6714400773195875,True,structure_derived_rank_frontier,True,False,wl3_common_dist,relative-wl-common-cache-repair,0.25195246777618124,0.13872832369942195,0.2507936507936508,0.14838709677419354,pure_static_proximity,static_proximity_global_prefix,49,1086,61,0.056169429097605895,0.6224489795918368,98
priority,unsupervised,0.05,971,49,segr_structure_derived_global_rank,0.7394088273195876,True,0.6714400773195875,True,structure_derived_rank_frontier,True,False,wl3_common_dist,relative-wl-common-cache-repair,0.25195246777618124,0.13872832369942195,0.2507936507936508,0.14838709677419354,segr_structure_derived_selector,global_rank_prefix,49,1086,65,0.05985267034990792,0.6632653061224489,98
priority,unsupervised,0.1,971,98,segr_structure_derived_global_rank,0.7394088273195876,True,0.6714400773195875,True,structure_derived_rank_frontier,True,False,wl3_common_dist,relative-wl-common-cache-repair,0.25195246777618124,0.13872832369942195,0.2507936507936508,0.14838709677419354,pure_static_proximity,static_proximity_global_prefix,98,1086,108,0.09944751381215469,0.5510204081632653,196
priority,unsupervised,0.1,971,98,segr_structure_derived_global_rank,0.7394088273195876,True,0.6714400773195875,True,structure_derived_rank_frontier,True,False,wl3_common_dist,relative-wl-common-cache-repair,0.25195246777618124,0.13872832369942195,0.2507936507936508,0.14838709677419354,segr_structure_derived_selector,global_rank_prefix,98,1086,130,0.11970534069981584,0.6632653061224489,196
priority,unsupervised,0.2,971,195,segr_structure_derived_global_rank,0.7394088273195876,True,0.6714400773195875,True,structure_derived_rank_frontier,True,False,wl3_common_dist,relative-wl-common-cache-repair,0.25195246777618124,0.13872832369942195,0.2507936507936508,0.14838709677419354,pure_static_proximity,static_proximity_global_prefix,195,1086,205,0.1887661141804788,0.5256410256410257,390
priority,unsupervised,0.2,971,195,segr_structure_derived_global_rank,0.7394088273195876,True,0.6714400773195875,True,structure_derived_rank_frontier,True,False,wl3_common_dist,relative-wl-common-cache-repair,0.25195246777618124,0.13872832369942195,0.2507936507936508,0.14838709677419354,segr_structure_derived_selector,global_rank_prefix,195,1086,252,0.23204419889502761,0.6461538461538462,390
router,unsupervised,0.05,254,13,segr_structure_derived_global_rank,0.7233819169960474,True,0.7183794466403162,True,structure_derived_rank_frontier,True,False,pdom_dist,relative-pdom-static-aligned,0.3818536635397788,0.17391304347826086,0.42105263157894735,0.7142857142857143,pure_static_proximity,static_proximity_global_prefix,13,39,5,0.1282051282051282,0.2777777777777778,18
router,unsupervised,0.05,254,13,segr_structure_derived_global_rank,0.7233819169960474,True,0.7183794466403162,True,structure_derived_rank_frontier,True,False,pdom_dist,relative-pdom-static-aligned,0.3818536635397788,0.17391304347826086,0.42105263157894735,0.7142857142857143,segr_structure_derived_selector,global_rank_prefix,13,39,8,0.20512820512820512,0.4444444444444444,18
router,unsupervised,0.1,254,26,segr_structure_derived_global_rank,0.7233819169960474,True,0.7183794466403162,True,structure_derived_rank_frontier,True,False,pdom_dist,relative-pdom-static-aligned,0.3818536635397788,0.17391304347826086,0.42105263157894735,0.7142857142857143,pure_static_proximity,static_proximity_global_prefix,26,39,10,0.2564102564102564,0.3225806451612903,31
router,unsupervised,0.1,254,26,segr_structure_derived_global_rank,0.7233819169960474,True,0.7183794466403162,True,structure_derived_rank_frontier,True,False,pdom_dist,relative-pdom-static-aligned,0.3818536635397788,0.17391304347826086,0.42105263157894735,0.7142857142857143,segr_structure_derived_selector,global_rank_prefix,26,39,14,0.358974358974359,0.45161290322580644,31
router,unsupervised,0.2,254,51,segr_structure_derived_global_rank,0.7233819169960474,True,0.7183794466403162,True,structure_derived_rank_frontier,True,False,pdom_dist,relative-pdom-static-aligned,0.3818536635397788,0.17391304347826086,0.42105263157894735,0.7142857142857143,pure_static_proximity,static_proximity_global_prefix,51,39,21,0.5384615384615384,0.5384615384615384,39
router,unsupervised,0.2,254,51,segr_structure_derived_global_rank,0.7233819169960474,True,0.7183794466403162,True,structure_derived_rank_frontier,True,False,pdom_dist,relative-pdom-static-aligned,0.3818536635397788,0.17391304347826086,0.42105263157894735,0.7142857142857143,segr_structure_derived_selector,global_rank_prefix,51,39,26,0.6666666666666666,0.6666666666666666,39
sin,unsupervised,0.05,5391,270,segr_structure_derived_global_rank,0.7715865607606679,True,0.8360331632653061,True,structure_derived_rank_frontier,True,False,mass_balance,relative-mass-balance-frontier,0.22612194299005003,0.1820860341779611,0.44942196531791906,0.037199124726477024,pure_static_proximity,static_proximity_global_prefix,270,7235,436,0.060262612301313065,0.8074074074074075,540
sin,unsupervised,0.05,5391,270,segr_structure_derived_global_rank,0.7715865607606679,True,0.8360331632653061,True,structure_derived_rank_frontier,True,False,mass_balance,relative-mass-balance-frontier,0.22612194299005003,0.1820860341779611,0.44942196531791906,0.037199124726477024,segr_structure_derived_selector,global_rank_prefix,270,7235,425,0.05874222529371113,0.7870370370370371,540
sin,unsupervised,0.1,5391,540,segr_structure_derived_global_rank,0.7715865607606679,True,0.8360331632653061,True,structure_derived_rank_frontier,True,False,mass_balance,relative-mass-balance-frontier,0.22612194299005003,0.1820860341779611,0.44942196531791906,0.037199124726477024,pure_static_proximity,static_proximity_global_prefix,540,7235,811,0.11209398756046994,0.7509259259259259,1080
sin,unsupervised,0.1,5391,540,segr_structure_derived_global_rank,0.7715865607606679,True,0.8360331632653061,True,structure_derived_rank_frontier,True,False,mass_balance,relative-mass-balance-frontier,0.22612194299005003,0.1820860341779611,0.44942196531791906,0.037199124726477024,segr_structure_derived_selector,global_rank_prefix,540,7235,863,0.11928127159640636,0.799074074074074,1080
sin,unsupervised,0.2,5391,1079,segr_structure_derived_global_rank,0.7715865607606679,True,0.8360331632653061,True,structure_derived_rank_frontier,True,False,mass_balance,relative-mass-balance-frontier,0.22612194299005003,0.1820860341779611,0.44942196531791906,0.037199124726477024,pure_static_proximity,static_proximity_global_prefix,1079,7235,1672,0.23109882515549413,0.7747914735866543,2158
sin,unsupervised,0.2,5391,1079,segr_structure_derived_global_rank,0.7715865607606679,True,0.8360331632653061,True,structure_derived_rank_frontier,True,False,mass_balance,relative-mass-balance-frontier,0.22612194299005003,0.1820860341779611,0.44942196531791906,0.037199124726477024,segr_structure_derived_selector,global_rank_prefix,1079,7235,1679,0.23206634416033173,0.7780352177942539,2158
sqrt,unsupervised,0.05,24554,1228,segr_structure_derived_global_rank,0.7583228755141938,True,0.657014926892844,True,structure_derived_rank_frontier,True,False,role_depth_resonance_idx_inv_dist,relative-role-depth-source,0.276723330653308,0.2064946968704989,0.23363234703440888,0.056530214424951264,pure_static_proximity,static_proximity_global_prefix,1228,17860,679,0.03801791713325868,0.2764657980456026,2456
sqrt,unsupervised,0.05,24554,1228,segr_structure_derived_global_rank,0.7583228755141938,True,0.657014926892844,True,structure_derived_rank_frontier,True,False,role_depth_resonance_idx_inv_dist,relative-role-depth-source,0.276723330653308,0.2064946968704989,0.23363234703440888,0.056530214424951264,segr_structure_derived_selector,global_rank_prefix,1228,17860,1070,0.059910414333706606,0.43566775244299677,2456
sqrt,unsupervised,0.1,24554,2456,segr_structure_derived_global_rank,0.7583228755141938,True,0.657014926892844,True,structure_derived_rank_frontier,True,False,role_depth_resonance_idx_inv_dist,relative-role-depth-source,0.276723330653308,0.2064946968704989,0.23363234703440888,0.056530214424951264,pure_static_proximity,static_proximity_global_prefix,2456,17860,1248,0.06987681970884659,0.254071661237785,4912
sqrt,unsupervised,0.1,24554,2456,segr_structure_derived_global_rank,0.7583228755141938,True,0.657014926892844,True,structure_derived_rank_frontier,True,False,role_depth_resonance_idx_inv_dist,relative-role-depth-source,0.276723330653308,0.2064946968704989,0.23363234703440888,0.056530214424951264,segr_structure_derived_selector,global_rank_prefix,2456,17860,1873,0.10487122060470325,0.38131107491856675,4912
sqrt,unsupervised,0.2,24554,4911,segr_structure_derived_global_rank,0.7583228755141938,True,0.657014926892844,True,structure_derived_rank_frontier,True,False,role_depth_resonance_idx_inv_dist,relative-role-depth-source,0.276723330653308,0.2064946968704989,0.23363234703440888,0.056530214424951264,pure_static_proximity,static_proximity_global_prefix,4911,17860,2377,0.13309070548712207,0.3046264257336922,7803
sqrt,unsupervised,0.2,24554,4911,segr_structure_derived_global_rank,0.7583228755141938,True,0.657014926892844,True,structure_derived_rank_frontier,True,False,role_depth_resonance_idx_inv_dist,relative-role-depth-source,0.276723330653308,0.2064946968704989,0.23363234703440888,0.056530214424951264,segr_structure_derived_selector,global_rank_prefix,4911,17860,3245,0.18169092945128779,0.41586569268230167,7803
square,unsupervised,0.05,18358,918,segr_structure_derived_global_rank,0.7660322867298578,True,0.872414984746963,True,structure_derived_rank_frontier,True,False,mass_balance,relative-mass-balance-frontier,0.2671627875427784,0.3732172624560104,0.4274162495186754,0.06139240506329114,pure_static_proximity,static_proximity_global_prefix,918,13797,794,0.057548742480249326,0.4324618736383442,1836
square,unsupervised,0.05,18358,918,segr_structure_derived_global_rank,0.7660322867298578,True,0.872414984746963,True,structure_derived_rank_frontier,True,False,mass_balance,relative-mass-balance-frontier,0.2671627875427784,0.3732172624560104,0.4274162495186754,0.06139240506329114,segr_structure_derived_selector,global_rank_prefix,918,13797,1070,0.07755309125172138,0.5827886710239651,1836
square,unsupervised,0.1,18358,1836,segr_structure_derived_global_rank,0.7660322867298578,True,0.872414984746963,True,structure_derived_rank_frontier,True,False,mass_balance,relative-mass-balance-frontier,0.2671627875427784,0.3732172624560104,0.4274162495186754,0.06139240506329114,pure_static_proximity,static_proximity_global_prefix,1836,13797,2107,0.15271435819381024,0.57380174291939,3672
square,unsupervised,0.1,18358,1836,segr_structure_derived_global_rank,0.7660322867298578,True,0.872414984746963,True,structure_derived_rank_frontier,True,False,mass_balance,relative-mass-balance-frontier,0.2671627875427784,0.3732172624560104,0.4274162495186754,0.06139240506329114,segr_structure_derived_selector,global_rank_prefix,1836,13797,1903,0.13792853518880915,0.5182461873638344,3672
square,unsupervised,0.2,18358,3672,segr_structure_derived_global_rank,0.7660322867298578,True,0.872414984746963,True,structure_derived_rank_frontier,True,False,mass_balance,relative-mass-balance-frontier,0.2671627875427784,0.3732172624560104,0.4274162495186754,0.06139240506329114,pure_static_proximity,static_proximity_global_prefix,3672,13797,3989,0.2891208233673987,0.5431644880174292,7344
square,unsupervised,0.2,18358,3672,segr_structure_derived_global_rank,0.7660322867298578,True,0.872414984746963,True,structure_derived_rank_frontier,True,False,mass_balance,relative-mass-balance-frontier,0.2671627875427784,0.3732172624560104,0.4274162495186754,0.06139240506329114,segr_structure_derived_selector,global_rank_prefix,3672,13797,3333,0.2415742552728854,0.45383986928104575,7344
voter,unsupervised,0.05,13758,688,segr_structure_derived_global_rank,0.7697444937122919,True,0.9287862542705532,True,structure_derived_rank_frontier,True,False,index_mid,relative-mid-index,0.06583982207323383,0.039030955585464336,0.02155009451795841,0.0,pure_static_proximity,static_proximity_global_prefix,688,5208,171,0.032834101382488476,0.24854651162790697,688
voter,unsupervised,0.05,13758,688,segr_structure_derived_global_rank,0.7697444937122919,True,0.9287862542705532,True,structure_derived_rank_frontier,True,False,index_mid,relative-mid-index,0.06583982207323383,0.039030955585464336,0.02155009451795841,0.0,segr_structure_derived_selector,global_rank_prefix,688,5208,92,0.017665130568356373,0.13372093023255813,688
voter,unsupervised,0.1,13758,1376,segr_structure_derived_global_rank,0.7697444937122919,True,0.9287862542705532,True,structure_derived_rank_frontier,True,False,index_mid,relative-mid-index,0.06583982207323383,0.039030955585464336,0.02155009451795841,0.0,pure_static_proximity,static_proximity_global_prefix,1376,5208,246,0.04723502304147465,0.17877906976744187,1376
voter,unsupervised,0.1,13758,1376,segr_structure_derived_global_rank,0.7697444937122919,True,0.9287862542705532,True,structure_derived_rank_frontier,True,False,index_mid,relative-mid-index,0.06583982207323383,0.039030955585464336,0.02155009451795841,0.0,segr_structure_derived_selector,global_rank_prefix,1376,5208,173,0.03321812596006144,0.1257267441860465,1376
voter,unsupervised,0.2,13758,2752,segr_structure_derived_global_rank,0.7697444937122919,True,0.9287862542705532,True,structure_derived_rank_frontier,True,False,index_mid,relative-mid-index,0.06583982207323383,0.039030955585464336,0.02155009451795841,0.0,pure_static_proximity,static_proximity_global_prefix,2752,5208,419,0.08045314900153609,0.15225290697674418,2752
voter,unsupervised,0.2,13758,2752,segr_structure_derived_global_rank,0.7697444937122919,True,0.9287862542705532,True,structure_derived_rank_frontier,True,False,index_mid,relative-mid-index,0.06583982207323383,0.039030955585464336,0.02155009451795841,0.0,segr_structure_derived_selector,global_rank_prefix,2752,5208,346,0.06643625192012288,0.1257267441860465,2752
