component,sum_seconds,mean_seconds_per_circuit,node_weighted_mean_seconds,max_seconds,circuits
feature_seconds,14.522819800001798,0.7261409900000899,4.112710693714665,7.738588100000015,20
gnn_seconds,12.137636399999337,0.6068818199999668,1.5880158259342882,2.863882900000135,20
selector_seconds,90.78086549999989,4.539043274999995,26.218493138901113,49.679333999999926,20
total_seconds,134.53075940000053,6.7265379700000265,36.8251959869702,69.47277329999997,20
